,Day,Time,LMP,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,intake.feed_cost,intake.chemical_cost,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.power_consumption,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,pretreatment.inlet_flowrate,pretreatment.leftover_flow,pretreatment.uf_pumps[1].op_mode,pretreatment.uf_pumps[1].startup,pretreatment.uf_pumps[1].shutdown,pretreatment.uf_pumps[1].energy_intensity,pretreatment.uf_pumps[1].power_consumption,pretreatment.uf_pumps[1].recovery,pretreatment.uf_pumps[1].feed_flowrate,pretreatment.uf_pumps[1].product_flowrate,pretreatment.uf_pumps[1].reject_flowrate,pretreatment.uf_pumps[2].op_mode,pretreatment.uf_pumps[2].startup,pretreatment.uf_pumps[2].shutdown,pretreatment.uf_pumps[2].energy_intensity,pretreatment.uf_pumps[2].power_consumption,pretreatment.uf_pumps[2].recovery,pretreatment.uf_pumps[2].feed_flowrate,pretreatment.uf_pumps[2].product_flowrate,pretreatment.uf_pumps[2].reject_flowrate,pretreatment.uf_pumps[3].op_mode,pretreatment.uf_pumps[3].startup,pretreatment.uf_pumps[3].shutdown,pretreatment.uf_pumps[3].energy_intensity,pretreatment.uf_pumps[3].power_consumption,pretreatment.uf_pumps[3].recovery,pretreatment.uf_pumps[3].feed_flowrate,pretreatment.uf_pumps[3].product_flowrate,pretreatment.uf_pumps[3].reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,posttreatment.chemical_cost,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,brine_discharge.brine_cost,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.1016,4.316786529385347e-05,1103.2801419822704,,,,0,9.471733047992653e-14,1,2064.019393412052,2064.019393412052,1.3219903262060988e-13,330.2431029459283,68.52544386128012,0.3334074127578081,,,308.5394249218779,2064.0193502441866,1981.4584163918187,82.56076734965906,2064.0191837414777,0.00016650270895038826,0.7710837783633054,0.28787463107921235,0.07562901557548435,0.15571082262266478,102.96551014809978,0.96,688.8136478316801,661.2611019184129,27.552545913267195,0.7705214312811757,0.28774312480304953,0.07581382198978226,0.15571319048536827,102.84666501800889,0.96,688.0081410775456,660.4878154344437,27.520325643101796,0.769955783488949,0.2876107398611842,0.07599972202912005,0.15571588692506047,102.72724975576924,0.96,687.1973948322521,659.7094990389621,27.487895793290072,,,,609.6224897658379,1981.4584163918187,1832.8488533398693,148.60952295058058,1981.45837629045,4.010136893225213e-05,0.7804243364281159,0.2668604117485512,0.09954436487233213,0.3326286750836971,152.4269369090956,0.9249999269645891,495.40494579777516,458.2495386808382,37.15540711693692,0.7804243364281159,0.2668604117485512,0.09954436487233213,0.33261280715525277,152.4095222952575,0.924999926959897,495.3719778551853,458.2190433340261,37.1529345211592,0.7976014242746029,0.29395677032880113,0.06521291415513401,0.3326029140795074,152.39866540721982,0.9249999269561731,495.35142354336705,458.20003059525084,37.151392948116204,0.7975684790192215,0.29394935729815425,0.06521802252968481,0.3325926166340785,152.38736515426498,0.9249999269531283,495.3300290941223,458.180240729754,37.14978836436828,0.7331395882514488,,,0.101,185.11773418732682,1832.8488533398693,1832.8488213014084,3.203846089512903e-05,56.81831445353595,0.2668604117485512,,,231.17040560793492,0.0004931072275718341,99.40327441141201,3.156018576150056,1103.2801419822704,0.0,-0.0,0.0,112.09326242539866
1,1,2,0.1016,4.316880018284528e-05,1103.115568920348,,,,0,9.471706675189735e-14,1,2063.79822967447,2063.79822967447,1.3219932181735754e-13,330.2077167479152,68.51810122519241,0.3334074127577457,,,308.506824098098,2063.79818650567,1981.2460991894895,82.55192079956213,2063.7980199890517,0.00016651661832562802,0.7676758961385343,0.07091916894137375,0.07432705116614495,0.15571102836545522,102.95452268845422,0.96,688.739234419686,661.1896650428986,27.549569376787442,0.7670925996632726,0.07107597775144875,0.07450480936935187,0.15571342258824974,102.83580277850565,0.96,687.9344510815434,660.4170730382816,27.517378043261804,0.7665057404025961,0.07123357456586417,0.07468361765221708,0.15571614534724793,102.71649863113811,0.96,687.1243344878221,659.6393611083092,27.48497337951288,,,,609.5103519297901,1981.2460991894895,1832.6524727687126,148.5935855690838,1981.2460583377963,4.085169320395109e-05,0.7800186563980506,7.850687234262728e-05,0.0004841869024080178,0.3325838219136997,152.3777147430562,0.9249999337825592,495.31175458838226,458.16334019597684,37.148414392405456,0.7800186563980506,7.850687234264079e-05,0.00048418690240802006,0.3325837535406444,152.37763971522497,0.9249999337825409,495.3116125333572,458.16320879507896,37.14840373827825,0.7973086935795174,0.06401143267377402,0.06430416336885954,0.33258368948900385,152.37756942938685,0.9249999337818735,495.31147945691197,458.1630856990454,37.1483937578666,0.7973075671576968,0.06403280639573969,0.06429371825726422,0.33258356064235284,152.37742804212203,0.9249999337818389,495.311211759145,458.16283807861146,37.14837368053351,0.7330610813791063,,,0.101,185.09789974964,1832.6524727687126,1832.6524434118335,2.9356879201003682e-05,56.812226655830095,0.2669389186208938,,,231.14561974601864,0.0004931428200940594,99.39261649078801,3.154653573533315,1103.115568920348,0.0,-0.0,0.0,112.07654180230736
2,1,3,0.1016,4.261250491719953e-05,1103.1409741736118,,,,0,9.47178220137662e-14,1,2063.832350511677,2063.832350511677,1.3219908787518877e-13,330.21317608186826,68.51923403698767,0.33340741279484853,,,308.51185454434614,2063.8323078991716,1981.2788633911186,82.55328597463003,2063.8321493657486,0.0001585334232593258,0.7673160288825214,0.07341015058281004,0.07377001783882292,0.15571099697063526,102.95619008496925,0.96,688.7505277403149,661.2005066307023,27.550021109612572,0.7667343940942796,0.07358124679351316,0.07393945236250621,0.15571338657615375,102.83748007649665,0.96,687.9458307028318,660.4279974747185,27.517833228113325,0.7661497570890284,0.07375330387078122,0.07410928718434891,0.15571610465592345,102.71818438288022,0.96,687.1357909226019,659.6503592856978,27.48543163690413,,,,609.5276641890509,1981.2788633911186,1832.6827950687748,148.59602824856577,1981.2788233173408,4.007377800105459e-05,0.7800313307848482,0.219497037439851,0.2194843630530533,0.3325877157764195,152.38198811777397,0.9249999411999854,495.31984228311006,458.1708249870629,37.1490172960472,0.7800313307848482,0.219497037439851,0.2194843630530533,0.33258767678417345,152.38194532981166,0.9249999411999761,495.31976127101444,458.1707500508745,37.14901122013989,0.7973766809734213,0.06415843770636477,0.06409045031246086,0.3325876403530985,152.38190535230976,0.9249999411994521,495.31968558029115,458.17068003670045,37.1490055435907,0.7973765774407815,0.06416154766168479,0.06409253737860014,0.33258756748344503,152.38182538915555,0.9249999411994346,495.3195341829249,458.1705399941369,37.14899418878799,0.7804244556878064,,,0.101,185.10096230194628,1832.6827950687748,1832.6827686899403,2.637883453154183e-05,56.81316664713202,0.21957554431219362,,,231.14942328831341,0.0004931382684749681,99.39425201397476,3.154815919983899,1103.140974173612,0.0,-0.0,0.0,112.07912297603895
3,1,4,0.1016,4.261720574315189e-05,1103.951721419935,,,,0,9.471799899501702e-14,1,2064.92191526428,2064.92191526428,1.321992643074107e-13,330.3875064422848,68.5554075867741,0.33340741279453506,,,308.67249193959634,2064.9218726470745,1982.3248454866248,82.59686856194266,2064.921714048567,0.00015859850704274687,0.767475951505508,0.0738482315946203,0.07368830897163375,0.15571013453400737,103.00335092382893,0.96,689.0698382183148,661.5070446895822,27.562793528732563,0.7669152467913399,0.07402806631210644,0.07384721361504602,0.15571227517513883,102.89076495270555,0.96,688.3072001775002,660.7749121704003,27.532288007100018,0.7663542438003297,0.07420967217191975,0.07400518546061843,0.155714693444987,102.77837606306187,0.96,687.5446756527524,660.0428886266424,27.501787026110076,,,,610.0802379770116,1982.3248454866248,1833.6503246519778,148.6744819338109,1982.3248065857886,3.8900836248896224e-05,0.7804433586321485,0.0004840976471395265,7.20697998392872e-05,0.33271362618295935,152.520185636721,0.9249999387389647,495.5814403714944,458.4128019838002,37.168638387694195,0.7804433586321485,0.0004840976471395201,7.206979983929365e-05,0.33271355795243135,152.52011073124748,0.924999938738948,495.5812986125903,458.4126708568143,37.16862775577595,0.7977352050464829,0.06456141542922364,0.06420289135616204,0.3327134942155794,152.52004075904247,0.9249999387383764,495.5811661901335,458.41254836576667,37.168617824366855,0.7977347716684811,0.06456085480250623,0.06420266057480663,0.33271336677398217,152.5199008500007,0.9249999387383452,495.58090141157044,458.41230344559654,37.16859796597391,0.7800188649130095,,,0.101,185.19868278984976,1833.6503246519778,1833.6502982731433,2.6378834630969894e-05,56.84316006421131,0.21998113508699052,,,231.2714583926303,0.0003087134773468498,99.44672710883104,3.1563566939792613,1103.9517214199352,0.0,-0.0,0.0,112.1614948962654
4,1,5,0.1016,4.261706009663162e-05,1103.9354880700614,,,,0,9.471764418748872e-14,1,2064.899868701179,2064.899868701179,1.321991172917827e-13,330.38397899218864,68.55467564087914,0.3334074127945447,,,308.66923987097374,2064.8998260841186,1982.3036807881238,82.59598669950522,2064.899667487629,0.00015859648995501362,0.7675093601089304,0.07376838257746254,0.07373497397404002,0.15571015400491828,103.00225561123982,0.96,689.0624246527806,661.4999276666692,27.562496986111295,0.7669534277767829,0.07393792175355601,0.07389974076811305,0.15571229714409074,102.88968147620822,0.96,688.2998549468399,660.7678607489663,27.531994197873612,0.7663978004107243,0.07410789106066235,0.07406433445026782,0.1557147178982552,102.77730278352573,0.96,687.5373878880084,660.0358923724881,27.501495515520308,,,,610.0690562589791,1982.3036807881238,1833.6307510325705,148.67288966927032,1982.3036407018408,4.008628285183861e-05,0.7804348012617206,0.21948445258277452,0.21949300995320237,0.3327110302737809,152.5173359455572,0.9249999411714288,495.57604621131287,458.4078135914337,37.168232619879184,0.7804348012617206,0.2194844525827745,0.21949300995320237,0.3327109914049928,152.51729327464784,0.9249999411714195,495.575965455719,458.4077388925094,37.16822656320951,0.7977696270824232,0.06404352693109432,0.06400910489515396,0.3327109550857593,152.51725340266012,0.924999941170896,495.57588999736254,458.40766909327476,37.168220904087775,0.7977693858416375,0.06404381624417509,0.06400920207101869,0.33271088242665664,152.51717363611397,0.9249999411708786,495.5757390374465,458.4075294553527,37.168209582093844,0.7800314497700859,,,0.101,185.19670585428963,1833.6307510325705,1833.6307246537358,2.6378834628337733e-05,56.84255328200969,0.21996855022991404,,,231.26898545095324,0.00048608581899276714,99.44566374390989,3.1564086154475017,1103.9354880700614,0.0,-0.0,0.0,112.15984558791824
5,1,6,0.1016,4.26122826696249e-05,1103.951785757268,,,,0,9.471795845287731e-14,1,2064.9220293617946,2064.9220293617946,1.3219923125302273e-13,330.3875246978871,68.55541137481158,0.3334074127948634,,,308.67250869884344,2064.9219867495117,1982.3249550903977,82.59687312876667,2064.9218282191646,0.0001585303472820682,0.7675115458498197,0.07373581855976698,0.07373363281887767,0.15571013489769978,103.00333045111829,0.96,689.0696996509075,661.5069116648712,27.56278798603633,0.7669557292158086,0.07390077288138418,0.07389847144235846,0.1557122750411968,102.89077156248139,0.96,688.3072449869182,660.7749551874415,27.532289799476768,0.7664002174147183,0.07406557027549125,0.07406315327149716,0.15571469274767996,102.77840668524377,0.96,687.5448835813386,660.043088238085,27.501795343253583,,,,610.0802953848391,1982.3249550903977,1833.6504249870547,148.67449110603286,1982.3249160930873,3.899731022531704e-05,0.7804434046660111,7.197957507565849e-05,6.337617078509883e-05,0.3327136399173247,152.52020068261194,0.9249999382551095,495.5814690615792,458.4128282823373,37.16864077924193,0.7804434046660111,7.197957507566634e-05,6.337617078509102e-05,0.33271357130172513,152.5201253543919,0.9249999382550927,495.5813265026324,458.41269641531187,37.16863008732051,0.7977441224054693,0.06430860851950772,0.0643341131964615,0.3327135072136222,152.52005499656957,0.9249999382545117,495.58119335040345,458.41257324922043,37.16862010118304,0.7977437140230997,0.06430860364400125,0.06433427546253906,0.3327133791013776,152.51991435126573,0.9249999382544801,495.58092717847234,458.41232704018495,37.168600138287374,0.7804435678421499,,,0.101,185.19869292369253,1833.6504249870547,1833.6503986082203,2.6378834574487732e-05,56.8431631745987,0.21955643215785017,,,231.27147222322716,0.00028874989282700616,99.44673305598768,3.1563746457605912,1103.951785757268,0.0,-0.0,0.0,112.16150143293842
6,1,7,0.1016,4.261238384626437e-05,1103.934113578712,,,,0,9.471763368398109e-14,1,2064.898021711839,2064.898021711839,1.321991412281618e-13,330.3836834738942,68.55461432083305,0.33340741279485664,,,308.66896735425183,2064.897979099455,1982.3019077449994,82.59591282270839,2064.8978205677076,0.00015853174763510558,0.7675091439979075,0.07373335583721093,0.07373575768912323,0.15571015609825284,103.00213794223458,0.96,689.0616282094287,661.4991630810515,27.562465128377212,0.7669533875819535,0.07389823237780517,0.0739005740116602,0.15571229896737598,102.88959161232451,0.96,688.2992457259897,660.7672758969501,27.531969829039628,0.766397928373506,0.07406294584356964,0.07406523488478202,0.15571471937965514,102.77723779969274,0.96,687.5369466322892,660.0354687669976,27.50147786529155,,,,610.0681193891562,1982.3019077449994,1833.6291109657875,148.67275668117426,1982.3018676469617,4.0098037648763916e-05,0.7804341020966353,0.21949310059637164,0.2195024031657475,0.33271081668016306,152.5171014587137,0.9249999411759062,495.57560243787225,458.4074031032461,37.16819933462614,0.7804341020966353,0.21949310059637167,0.21950240316574748,0.33271077795682175,152.51705894751044,0.9249999411758969,495.5755219844653,458.4073286838448,37.16819330062052,0.797767182476924,0.06400691517118635,0.0639838550997317,0.3327107417736626,152.51701922493748,0.9249999411753737,495.57544680882324,458.40725914612096,37.16818766270228,0.7977669366241849,0.06400709740282506,0.06398387480173993,0.33271066938741367,152.5169397579946,0.9249999411753562,495.57529641580066,458.40712003257534,37.16817638322534,0.7804349198285525,,,0.101,185.19654020754453,1833.6291109657875,1833.6290845869528,2.6378834574618775e-05,56.84250243993941,0.2195650801714473,,,231.26877859313888,0.00048662775923888097,99.44557479504971,3.1564023232943796,1103.934113578712,0.0,-0.0,0.0,112.15970593959713
7,1,8,0.1016,4.261228207976923e-05,1103.9517858183603,,,,0,9.471789801317202e-14,1,2064.922029577496,2064.922029577496,1.321992139961116e-13,330.38752473239936,68.55541138197286,0.3334074127948634,,,308.6725086437445,2064.921986965214,1982.3249552974792,82.59687313739511,2064.921828434875,0.00015853033911810753,0.7675112242283271,0.07373570390688707,0.0737336236764675,0.15571013538792475,103.00330285653254,0.96,689.0695128797686,661.5067323645778,27.562780515190784,0.7669555432161471,0.07390056928899837,0.07389841365480482,0.15571227502298984,102.89077246096433,0.96,688.3072510779712,660.7749610348523,27.532290043118902,0.7664001530883326,0.07406527452069413,0.07406304980586745,0.15571469214104688,102.77843332624764,0.96,687.5450644771347,660.0432618980493,27.501802579085417,,,,610.080295501442,1982.3249552974792,1833.6504251909914,148.67449112374436,1982.3249163147357,3.898274357358953e-05,0.780443408254893,6.328422116080953e-05,5.397806290306784e-05,0.3327136407160109,152.52020155939672,0.9249999382545611,495.58147072114224,458.4128298171611,37.16864090398116,0.780443408254893,6.328422116080069e-05,5.397806290307672e-05,0.33271357164228427,152.5201257282313,0.9249999382545441,495.5813272103696,458.4126970696969,37.16863014067271,0.7977444268570606,0.0643162117050697,0.06433896732493312,0.332713507125912,152.5200549002424,0.9249999382539629,495.5811931683485,458.4125730805476,37.16862008780091,0.7977440169231163,0.06431622672729286,0.06433914642836133,0.33271337815618657,152.51991331357164,0.9249999382539311,495.5809252148754,458.41232522358575,37.168599991289604,0.7804436151824676,,,0.101,185.19869294429012,1833.6504251909914,1833.6503988121567,2.63788345744815e-05,56.843163180920726,0.21955638481753245,,,231.27147223499983,0.0002887288836305885,99.44673306104993,3.1563752602899626,1103.9517858183603,0.0,-0.0,0.0,112.16150143914541
8,1,9,0.1016,4.261239139411809e-05,1103.9325229136573,,,,0,9.471764452794093e-14,1,2064.8958844347712,2064.8958844347712,1.3219916426101012e-13,330.3833415095634,68.5545433632344,0.33340741279485614,,,308.6686520029224,2064.89584182238,1982.2998559589068,82.59582733162121,2064.895683290528,0.00015853185210319028,0.7675086436627174,0.07373339615527533,0.07373597672088492,0.15571015847583483,103.00200431621109,0.96,689.0607237592866,661.4982948089151,27.56242895037146,0.7669530317634504,0.07389823697654486,0.0739007484292416,0.15571230108273887,102.8894873639718,0.96,688.2985389864708,660.7665974270119,27.5319415594589,0.7663977045299345,0.07406291957583118,0.0740653681342293,0.15571472114597712,102.77716032273948,0.96,687.5364205447705,660.0349637229797,27.501456821790853,,,,610.0670352307395,1982.2998559589068,1833.6272130565544,148.67260278710663,1982.299815843661,4.01152457941738e-05,0.7804332930049378,0.21950249559579357,0.21951261084574875,0.3327105695047667,152.51683010536735,0.9249999411802946,495.5750888933996,458.40692807681387,37.16816081658569,0.7804332930049378,0.21950249559579355,0.21951261084574875,0.33271053095083,152.5167877801763,0.9249999411802854,495.5750087919555,458.40685398297825,37.168154808977256,0.797766353906922,0.06400525545300997,0.06398332840314856,0.33271049492615107,152.5167482316199,0.9249999411797621,495.5749339455792,458.40678474982525,37.16814919575395,0.7977661086542177,0.06400543556181303,0.06398334383071162,0.33271042285765107,152.516669113576,0.9249999411797449,495.5747842127266,458.4066462469369,37.16813796578971,0.7804342201830456,,,0.101,185.196348518712,1833.6272130565544,1833.6271866777197,2.6378834574621146e-05,56.84244360475318,0.21956577981695435,,,231.26853922519973,0.00048716128343816514,99.44547186683589,3.1563990485710156,1103.9325229136575,0.0,-0.0,0.0,112.15954432802758
9,1,10,0.1016,4.261228209133847e-05,1103.9517858610448,,,,0,9.471784475812795e-14,1,2064.922029765865,2064.922029765865,1.3219920056232186e-13,330.3875247625384,68.55541138822672,0.33340741279486347,,,308.6725085783786,2064.921987153583,1982.324955478314,82.59687314492979,2064.9218286232435,0.0001585303392782329,0.7675108922308759,0.07373592053534253,0.07373367196718406,0.15571013591195373,103.00327336018391,0.96,689.0693132366603,661.5065407071938,27.56277252946643,0.7669553606748126,0.07390074469780127,0.07389841578643899,0.15571227500703547,102.89077324828297,0.96,688.3072564154123,660.7749661587958,27.53229025661655,0.7664001083116193,0.07406541277396345,0.0740630089922786,0.15571469148882963,102.77846196991173,0.96,687.5452589711709,660.0434486123241,27.501810358846807,,,,610.0802956057453,1982.324955478314,1833.6504253734513,148.67449113936038,1982.3249165128116,3.896550226066771e-05,0.7804434125062407,5.388410082773102e-05,4.376459952488538e-05,0.33271364166012757,152.52020259585044,0.9249999382541777,495.5814726828056,458.4128316315096,37.16864105129598,0.7804434125062406,5.388410082774464e-05,4.37645995248718e-05,0.3327135720404187,152.52012616528947,0.9249999382541606,495.58132803767495,458.41269783476423,37.168630202910705,0.7977444026375337,0.06431695447529785,0.06433890574468618,0.33271350701355734,152.52005477687075,0.9249999382535793,495.5811929350381,458.4125728645453,37.16862007049271,0.7977439896717,0.06431696859793185,0.06433908758044946,0.33271337702139037,152.51991206773462,0.9249999382535473,495.5809228572931,458.4123230426321,37.168599814660986,0.7804436203033787,,,0.101,185.1986929627186,1833.6504253734513,1833.6503989946168,2.6378834574480834e-05,56.843163186576994,0.21955637969662128,,,231.27147224090922,0.0002887142022331494,99.44673306359095,3.156375217321715,1103.9517858610448,0.0,-0.0,0.0,112.16150144348214
