DateTime,stage 3 feed pressure (psi),stage 3 permeate flowrate (gpm),stage 3 permeate conductivity (us/cm),stage 3 concentrate flowrate (gpm),stage 3 concentrate pressure (psi),stage 3 concentrate conductivity (us/cm)
8/27/2023,166.8300018,87.62999725,97,242.8600006,161.9199982,7991.75
8/28/2023,165.4899902,87.86000061,92.5,241.0800018,160.6999969,7632.75
8/29/2023,166.1900024,86.09999847,95,242.4499969,161.0500031,7860.009766
8/30/2023,165.269989,87.18999481,111.25,243.7099915,160.4799957,7948.739746
8/31/2023,166.5899963,85.48999786,99.25,245.1399994,161.5599976,7970.009766
9/1/2023,165.4799957,85.41999817,91,244.3199921,160.4899902,7716.169922
9/2/2023,167.2599945,83.88999939,90,245.2799988,162.2799988,7738.25
9/3/2023,166.9299927,83.43000031,88,244.9099884,161.8600006,7612.52002
9/4/2023,167.8999939,82.68999481,85,246.0499878,162.8099976,7596.009766
9/5/2023,167.519989,81,83,245.8899994,162.6799927,7456
9/6/2023,3.439999819,0.149999991,0,0.119999997,3.809999943,94
9/7/2023,5.629999638,0.119999997,11,0.109999999,6.190000057,141
9/8/2023,159.9599915,194.019989,145,185.2599945,152.0500031,9249.5
9/9/2023,162.5500031,173.019989,164.25,169.7799988,156.2099915,9838.990234
9/10/2023,155.6600037,159.0899963,138,247.5800018,149.7099915,8083.869629
9/11/2023,155.3499908,150.9700012,128,246.4899902,149.6699982,7660.75
9/12/2023,157.769989,143.5699921,135,244.6999969,152.1100006,8007.219727
9/13/2023,160,135.9899902,137.75,242.0800018,154.5599976,8232.479492
9/14/2023,159.4799957,130.1299896,130,241.6799927,153.9299927,7778.5
9/15/2023,161.3399963,122.7399979,136,243.5800018,156.0500031,8052.409668
9/16/2023,164.9199982,82.91999817,152.75,245.8699951,159.6600037,7784.369629
9/17/2023,164.9299927,85.79999542,146,244.9700012,159.6799927,7584.5
9/18/2023,163.6199951,87.04999542,140,250.3600006,158.2899933,7447.469727
9/19/2023,164.9400024,87.65000153,144.9400024,244.6399994,159.6100006,7643.989746
9/20/2023,164.7200012,87.86000061,149.1299896,244.2599945,159.4700012,7788.97998
9/21/2023,165.3399963,88.65000153,149.75,244.5999908,160.1399994,7757.509766
9/22/2023,166.8199921,87.68000031,152,244.75,161.5099945,8013.379883
9/23/2023,165.1600037,107.3199997,143,244.9399872,159.6900024,8131.369629
9/24/2023,164.4899902,106.25,130.5,245.1399994,159.0899963,7746.619629
9/25/2023,165.8899994,104.9700012,122,245.4700012,160.6600037,7489.75
9/26/2023,167.2799988,101.0599976,130.5,245.0800018,162.0399933,7801.509766
9/27/2023,171.1600037,95.75,135,239.7399902,166,8004.989746
9/28/2023,170.0999908,99.94999695,151,248.5099945,164.7799988,8190.959961
9/29/2023,171.769989,88.79000092,150,240.4599915,166.6699982,8051.759766
9/30/2023,173.3499908,81.97999573,148.25,245.4299927,168.3499908,8014.75
9/30/2023,173.3499908,81.97999573,148.25,245.4299927,168.3499908,8014.75
10/1/2023,173.5299988,78.5,137,245.1899872,168.269989,7728.629883
10/2/2023,172.5099945,82.29000092,161,245.8899994,167.3399963,7378.029785
10/3/2023,175.2799988,76.69999695,153,244.8600006,170.25,7736.989746
10/4/2023,2.339999914,0.089999996,1000,0.099999994,2.799999952,110.0599976
10/5/2023,164.7099915,183.7399902,139.5,210.3999939,157.2099915,10248.74023
10/6/2023,164.6799927,181.8199921,164.5,177.5699921,157.5800018,10753.38965
10/7/2023,164.7099915,184.4099884,162.0599976,178.1599884,157.4700012,10781.25977
10/8/2023,163.6999969,185.9499969,156,175.7599945,156.5899963,10456.50977
10/9/2023,163.8199921,185.9099884,150.1299896,177.8199921,156.7099915,10277.93945
10/10/2023,164.2399902,184.0099945,160.5,178.4199982,157.1499939,10490.5
10/11/2023,163.7899933,185.6699982,155,176.8699951,156.6699982,10106.12988
10/12/2023,165.5699921,180.3699951,167.8799896,169.1299896,158.8399963,10612
10/13/2023,165.6399994,176.019989,174,167.9299927,159.25,10874.75
10/14/2023,168.1299896,170.5899963,171,162.5999908,162.0899963,10780.5
10/15/2023,164.9599915,175.4799957,134.0299988,210.7799988,158.9299927,8903.990234
10/16/2023,164.519989,169.4199982,128,233.8799896,158.7899933,8631.25
10/17/2023,166.5699921,156.0599976,126.9899979,246.0699921,161.0299988,8466.530273
10/18/2023,171.7899933,122.1699982,186,244.5,166.4100037,8568
10/19/2023,166.3699951,158.6699982,165,246.4099884,160.3899994,8532
10/20/2023,166.0699921,157.1299896,162,246.0899963,160.1900024,8406
10/21/2023,167.9499969,138.9899902,165,244.5599976,162.3600006,8350.229492
10/22/2023,168.1799927,140.7200012,163,244.5099945,162.4700012,8057.689941
10/23/2023,168.7599945,138.0999908,160,244.1599884,163.1100006,7995.25
10/24/2023,169.3199921,135.5699921,170.5,248.4599915,163.75,8330.5
10/25/2023,170.8600006,134.8399963,175.5,250.1699982,165.0500031,8405.75
10/26/2023,171.3199921,132.7200012,177,251.6499939,165.4899902,8307.629883
10/27/2023,172,131.2899933,176,244.9899902,166.519989,8303
10/28/2023,174.1699982,126.4199982,183.5,247.1699982,168.5399933,8463.689453
10/29/2023,173.7599945,125.25,175,245.3899994,168.3399963,7995.619629
10/30/2023,175.519989,120.3499985,171,244.4199982,170.0399933,7882.5
10/31/2023,178.5500031,117.6399994,180,239.4099884,173.3000031,8244.519531
11/1/2023,178.9400024,113.5400009,191.75,250.6899872,173.3399963,8363.5
11/2/2023,166.5299988,102.5,189.9700012,255.7399902,160.6799927,8012.509766
11/3/2023,167.0699921,104.2599945,184.0099945,231.7599945,162.3600006,7805.989746
11/4/2023,169.5599976,102.6499939,197,262.0599976,163.7299957,7489.129883
11/5/2023,175.1900024,106.5299988,188.1299896,237.1699982,170.0099945,7150.239746
11/6/2023,162.7799988,95.97000122,211,229.4599915,157.9599915,7608.97998
11/7/2023,164.7899933,95.58999634,212.5,236.6499939,159.7399902,7631.239746
11/8/2023,168.5800018,110.1299973,215.5,255.2599945,162.8300018,7411.489746
11/9/2023,167.6900024,120.3899994,200.9700012,238.5,162.1399994,8047.699707
11/10/2023,167.1100006,101.409996,217.9400024,256.3200073,161.3199921,7862.279785
11/11/2023,166.8600006,105,211.9400024,250.0499878,161.1399994,7830.009766
11/12/2023,166.8000031,95.62999725,204.75,255.9599915,161.2200012,7396.629883
11/13/2023,175.5800018,100.5299988,234.0299988,246.8199921,170.3600006,7455
11/14/2023,171.1199951,89.95999908,245.5,263.1000061,165.2799988,7926.029785
11/15/2023,173.1199951,85.47999573,244,264.5799866,167.4599915,7675.439941
11/16/2023,177.8999939,100.6399994,222.25,242.9199982,172.4899902,7829.989746
11/17/2023,9.300000191,0.059999999,58,0.149999991,9.649999619,133
11/18/2023,160.4499969,203.0599976,190.0099945,191.3399963,151.8499908,11085.00977
11/19/2023,158.6299896,204.1799927,172.0599976,199.8799896,150.1699982,10791.5
11/20/2023,161.019989,204.2200012,161.0599976,187.5099945,152.6499939,10912.72949
11/21/2023,161.7799988,202.7899933,155.1299896,191.2899933,153.4400024,11017.51953
11/22/2023,164.1799927,204.1699982,153.5,202.8399963,155.8399963,11550.47949
11/23/2023,166.8499908,201.3799896,145.75,184.1799927,158.3899994,11368.70996
11/24/2023,165.9100037,204.0099945,139.1299896,201.9899902,157.3300018,10826.75977
11/25/2023,169.4400024,203.5699921,138.25,195.1199951,160.7899933,10693.54004
11/26/2023,171.4599915,196.3199921,139,187.1599884,163.5099945,10770.79004
11/27/2023,174,190.8699951,139.8799896,178.1799927,166.5,10956.08984
11/28/2023,177.75,185.6399994,145.1299896,168.7599945,170.4799957,11320.47949
11/29/2023,180.3199921,175.7599945,153.5,168.2200012,173.5899963,11680.75977
11/30/2023,173.1299896,171.7399902,127.1299973,243.2999878,166.9799957,9517.019531
12/1/2023,5.929999828,0.099999994,80,0.140000001,6.259999752,159.25
12/2/2023,9.699999809,0.07,0.029999999,11.13000011,9.979999542,8888.259766
12/3/2023,176.8600006,161.6199951,97,247.6100006,170.8399963,8381.030273
12/4/2023,182.7399902,156.6100006,86,245.4199982,177.0399933,8176.879883
12/5/2023,182.0999908,148.3899994,105.5,248.5299988,176.25,8694.05957
12/6/2023,184.9799957,135.6399994,93,251.1199951,179.1399994,8640.330078
12/7/2023,187.5099945,127,95,236.1599884,182.4299927,8877.740234
12/8/2023,188.6699982,116.3799973,94,252.9199982,183.1599884,8613.120117
12/9/2023,190.1100006,107.0799942,92,246.0299988,184.7099915,8307.290039
12/10/2023,189.6599884,98.86999512,90,246.0499878,184.4799957,7869.489746
12/11/2023,182.519989,92.22000122,78.25,225.2799988,177.8799896,6338.119629
12/12/2023,190.1299896,94.29999542,127.75,247.3099976,184.8300018,7846.27002
12/13/2023,189.5999908,85.02999878,112,246.6699982,184.519989,7525.040039
12/14/2023,191.1900024,80.31999969,112.8799973,248.3899994,185.9700012,7672.739746
12/15/2023,190.9099884,73.87999725,111.5,240.3899994,185.7200012,7426.359863
12/16/2023,190.9299927,69.95999908,111,239.9499969,186.019989,7364.02002
12/17/2023,193.1799927,68.5,126.0599976,242.2999878,187.9899902,7155.469727
12/18/2023,3.539999962,0.140000001,0,0.170000002,3.949999809,140.5
12/19/2023,145.8199921,203.6299896,186,186.9299927,137.1799927,8984.580078
12/20/2023,144.6799927,201.8499908,154,192.4199982,136.0800018,9094.399414
12/21/2023,149.0899963,203.4599915,156.0299988,181.6900024,140.0299988,9174.910156
12/22/2023,147.9700012,202.0699921,147.0599976,184.0299988,139.1600037,9105.490234
12/23/2023,150.9899902,202.1799927,147.9700012,188.5899963,142.1799927,9424.780273
12/24/2023,146.3199921,202.4099884,135,192.7099915,137.2899933,8815.759766
12/25/2023,148.1799927,201.7299957,136.8799896,183.6599884,139.1399994,9130.990234
12/26/2023,145.3999939,204.0099945,131,193.75,136.8000031,8596.759766
12/27/2023,147.1799927,202.4899902,124.25,193.519989,138.1699982,8726.490234
12/28/2023,151.6499939,202.1399994,120,192.2200012,143.0399933,9501.75
12/29/2023,156.3699951,202.8699951,141.25,194.1100006,147.6100006,10391.34961
12/30/2023,164.8300018,203.0099945,115.5,198.3899994,156.3600006,10459.7793
12/31/2023,164.9199982,202.2899933,106.75,187.019989,156.1199951,9805.599609
1/1/2024,165.4700012,202.8300018,132.25,197.3999939,156.8799896,10201.51953
1/2/2024,165.4199982,203.0399933,142.9700012,187.8899994,156.8999939,10448.00977
1/3/2024,168.1600037,202.8199921,139.9700012,200.4499969,159.5599976,10468.38965
1/4/2024,169.8600006,203.7099915,129,193.2200012,161.2299957,10382.35938
1/5/2024,172.4599915,203.5099945,129.25,195.9599915,164.019989,10503.37012
1/6/2024,175.5800018,203.0299988,140.8799896,189.1900024,166.9499969,11054.74023
1/7/2024,175.0399933,203.5699921,133.8799896,194.7200012,166.5800018,10788.55957
1/8/2024,175.6999969,203.4499969,125.75,195.6699982,167.0500031,10340.87988
1/9/2024,177.8199921,176.3399963,156.8799896,163.1499939,170.5500031,11708.43945
1/10/2024,178.1599884,177.0800018,157.75,164.6900024,171.0899963,11721.95996
1/11/2024,178.769989,182.2299957,140,173.1600037,171.5500031,10862.97949
1/12/2024,174.0999908,202.3300018,153,191.3499908,165.3600006,11016.21973
1/13/2024,185.2299957,195.6599884,156.25,183.0699921,176.6199951,11617.7998
1/14/2024,180.3799896,181.8399963,166.25,173.1999969,173.0099945,11785.04004
1/15/2024,181.5500031,179.3300018,151.8799896,167.0399933,174.1799927,11294.51953
1/16/2024,182.7099915,183.6100006,122.0299988,169.3999939,175.3300018,9724.509766
1/17/2024,179.9099884,165.769989,139,245.8600006,173.5299988,10069.97949
1/18/2024,176.3099976,163.5999908,125.5,249.5800018,169.6100006,9374.979492
1/19/2024,181.2099915,161.7399902,137,146.5999908,175.519989,10696.93945
1/20/2024,177.2899933,157.6999969,141.5,242.6599884,171.0500031,9913.379883
1/21/2024,178.2299957,157.6100006,150.1299896,233.2599945,172.5699921,10668.00977
1/22/2024,182.5899963,165.1999969,132.5,223.7099915,176.5,9782.75
1/23/2024,179.6699982,171.7799988,130,235.0800018,173.1600037,9066.490234
1/24/2024,179.769989,157.019989,150.25,251.4799957,173.4499969,10056.01953
1/25/2024,182.8899994,160.6699982,139.0599976,243.0599976,176.8799896,9878.819336
1/26/2024,186.9599915,158.5599976,140.75,243.6999969,180.8499908,9753.269531
1/27/2024,175.5,141.3999939,143,251.0999908,169.0599976,9688.529297
1/28/2024,184.25,147.0800018,133.0299988,243.8099976,178.4700012,9545.490234
1/29/2024,181.519989,141.0399933,134,246.0599976,175.5099945,9035.280273
1/30/2024,179.6900024,152.2200012,142.25,258.9299927,172.8000031,9293.549805
1/31/2024,179.2599945,149.2299957,150.5,257.3899841,172.3999939,9527
7/1/2024,3.629999876,0.119999997,14,0.109999999,4.019999981,116
7/2/2024,10.59000015,0.099999994,20,0.119999997,10.96000004,110
7/3/2024,10.34000015,0.140000001,21,0.119999997,10.72999954,118.5
7/4/2024,10.11999989,0.109999999,21,0.119999997,10.44999981,129
7/5/2024,9.609999657,0.119999997,21,0.119999997,9.979999542,142
7/6/2024,9.75,0.119999997,22,0.129999995,10.11999989,157
7/7/2024,173.769989,184.6999969,232.9899902,178.6999969,166.7399902,11787.25
7/8/2024,170.9700012,161.1499939,165,244.6699982,165.2599945,8885.019531
7/9/2024,174.0399933,150.269989,165.5,240.1100006,168.5599976,9032.589844
7/10/2024,176.4100037,139.5899963,159,243.6999969,171.019989,9198.5
7/11/2024,174.7299957,136.2899933,150.0599976,249.7799988,169.2599945,8515.189453
7/12/2024,178.9700012,115.1199951,202,242.6199951,173.6799927,9193.139648
7/13/2024,180.4599915,107.4599991,179.1299896,247.8999939,175.2299957,8740.349609
7/14/2024,180.25,104.5499954,178.75,247.4599915,174.9100037,8768.25
7/15/2024,180.6499939,102.4399948,176,246.1599884,175.2899933,8459.55957
7/16/2024,182.0800018,100,206.25,242.6499939,177.1399994,9200.379883
7/17/2024,182.9700012,96.47000122,222,243.7999878,177.9700012,9596.479492
7/18/2024,184.3099976,96.15999603,217.1299896,235.519989,179.4400024,9336.490234
7/19/2024,183.4799957,93.62999725,230.75,235.7899933,178.8600006,9669.55957
7/20/2024,183.6599884,91.90000153,232.1299896,249.8999939,178.6499939,9392.519531
7/21/2024,180.2799988,110.3699951,230.8799896,247.6199951,175.0999908,9269.80957
7/22/2024,181.1799927,103.0499954,223.75,241.769989,176.2899933,9214.379883
7/23/2024,180.6499939,96.47999573,222.8799896,248.6799927,175.3799896,9056.009766
7/24/2024,182.2099915,87.45999908,241.5,250.8799896,176.9700012,9387.870117
7/25/2024,186.4700012,80.59999847,250.75,237.9700012,181.5800018,9697.990234
7/26/2024,8.880000114,0.109999999,528,0.119999997,9.239999771,210
7/27/2024,183.9499969,83.91999817,306.5,244.4799957,178.9400024,9791.25
7/28/2024,185.7099915,77,278.5,238.3799896,180.6799927,9395.040039
7/29/2024,184.769989,72.01000214,270.5,251.3099976,179.5399933,9118.490234
7/30/2024,0.089999996,0.119999997,0,0.099999994,0.579999983,295
7/31/2024,133.5800018,202.8999939,287.019989,196.5099945,125.4899979,10193.55957
