,Day,Time,LMP,peak_hour,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,intake.feed_cost,intake.chemical_cost,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.power_consumption,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,pretreatment.inlet_flowrate,pretreatment.leftover_flow,pretreatment.uf_pumps[1].op_mode,pretreatment.uf_pumps[1].startup,pretreatment.uf_pumps[1].shutdown,pretreatment.uf_pumps[1].energy_intensity,pretreatment.uf_pumps[1].power_consumption,pretreatment.uf_pumps[1].recovery,pretreatment.uf_pumps[1].feed_flowrate,pretreatment.uf_pumps[1].product_flowrate,pretreatment.uf_pumps[1].reject_flowrate,pretreatment.uf_pumps[2].op_mode,pretreatment.uf_pumps[2].startup,pretreatment.uf_pumps[2].shutdown,pretreatment.uf_pumps[2].energy_intensity,pretreatment.uf_pumps[2].power_consumption,pretreatment.uf_pumps[2].recovery,pretreatment.uf_pumps[2].feed_flowrate,pretreatment.uf_pumps[2].product_flowrate,pretreatment.uf_pumps[2].reject_flowrate,pretreatment.uf_pumps[3].op_mode,pretreatment.uf_pumps[3].startup,pretreatment.uf_pumps[3].shutdown,pretreatment.uf_pumps[3].energy_intensity,pretreatment.uf_pumps[3].power_consumption,pretreatment.uf_pumps[3].recovery,pretreatment.uf_pumps[3].feed_flowrate,pretreatment.uf_pumps[3].product_flowrate,pretreatment.uf_pumps[3].reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,posttreatment.chemical_cost,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,brine_discharge.brine_cost,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
1,1,2,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
2,1,3,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
3,1,4,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
4,1,5,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
5,1,6,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
6,1,7,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
7,1,8,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
8,1,9,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
9,1,10,0.11083,0,0,1161.77764,,,,0,0,1,1963.41411,1963.41411,0,314.1462576,65.18534844,0,,,294.2248181,1963.41411,1884.877545,78.53656439,1963.41411,0,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.155996618,98.76549193,0.96,659.5060994,633.1258554,26.38024398,1,0,0,0.156304229,96.69383423,0.96,644.4019109,618.6258345,25.77607644,,,,691.4581375,1884.877545,1743.511729,141.3658159,1884.877545,0,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396624733,230.5336211,0.925,628.3660997,581.2386423,47.12745748,1,0,0,0.396518481,230.3908954,0.925,628.1453459,581.0344449,47.11090094,0,0,0,0.087248178,0,0.88,0,0,0,1,,,0.101,176.0946847,1743.511729,1743.511729,0,54.04886361,0,,,219.9023803,0,94.55802353,3,1161.77764,0,0,0,128.7598159
