,Day,Time,LMP,peak_hour,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,intake.feed_cost,intake.chemical_cost,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.power_consumption,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,pretreatment.inlet_flowrate,pretreatment.leftover_flow,pretreatment.uf_pumps[1].op_mode,pretreatment.uf_pumps[1].startup,pretreatment.uf_pumps[1].shutdown,pretreatment.uf_pumps[1].energy_intensity,pretreatment.uf_pumps[1].power_consumption,pretreatment.uf_pumps[1].recovery,pretreatment.uf_pumps[1].feed_flowrate,pretreatment.uf_pumps[1].product_flowrate,pretreatment.uf_pumps[1].reject_flowrate,pretreatment.uf_pumps[2].op_mode,pretreatment.uf_pumps[2].startup,pretreatment.uf_pumps[2].shutdown,pretreatment.uf_pumps[2].energy_intensity,pretreatment.uf_pumps[2].power_consumption,pretreatment.uf_pumps[2].recovery,pretreatment.uf_pumps[2].feed_flowrate,pretreatment.uf_pumps[2].product_flowrate,pretreatment.uf_pumps[2].reject_flowrate,pretreatment.uf_pumps[3].op_mode,pretreatment.uf_pumps[3].startup,pretreatment.uf_pumps[3].shutdown,pretreatment.uf_pumps[3].energy_intensity,pretreatment.uf_pumps[3].power_consumption,pretreatment.uf_pumps[3].recovery,pretreatment.uf_pumps[3].feed_flowrate,pretreatment.uf_pumps[3].product_flowrate,pretreatment.uf_pumps[3].reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,posttreatment.chemical_cost,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,brine_discharge.brine_cost,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
0,1,1,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.14E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,1.14E-13,118.3745534,4,1352.890227,0,0,0,137.4536471
1,1,2,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-5.00E-12,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,-5.68E-14,118.3745534,4,1352.890227,0,0,0,137.4536471
2,1,3,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.73E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,1.14E-13,118.3745534,4,1352.890227,0,0,0,137.4536471
3,1,4,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.14E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,5.68E-14,118.3745534,4,1352.890227,0,0,0,137.4536471
4,1,5,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.82E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,5.68E-14,118.3745534,4,1352.890227,0,0,0,137.4536471
5,1,6,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.86E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,5.68E-14,118.3745534,4,1352.890227,0,0,0,137.4536471
6,1,7,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.86E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,-5.68E-14,118.3745534,4,1352.890227,0,0,0,137.4536471
7,1,8,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.82E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443878,45,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550636,0,,,275.2896591,-5.68E-14,118.3745534,4,1352.890227,0,0,0,137.4536471
8,1,9,0.1016,0,0,1352.890227,,,,0,0,1,2382.241477,2382.241477,0,381.1586363,79.09041704,0,,,361.4985459,2382.241477,2286.951818,95.28965908,2382.241477,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,,,,778.5895478,2286.951818,2106.951818,180,2286.951818,-1.68E-11,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.356011381,178.4843077,0.917634369,546.3443878,501.3443877,45.00000002,1,0,0,0.353115395,175.0066135,0.916760301,540.6074302,495.6074302,45,1,,,0.101,212.8021336,2106.951818,2106.951818,0,65.31550635,0,,,275.2896591,-1.42E-13,118.3745534,4,1352.890227,0,0,0,137.4536471
9,1,10,0.1016,0,0,1093.772121,,,,0,0,1,1875,1875,0,300,62.25,0,,,287.9591806,1875,1800,75,1875,0,1,0,0,0.158070032,120.4995153,0.96,794.0804923,762.3172726,31.76321969,1,0,0,0.161378484,83.72983266,0.96,540.4597538,518.8413637,21.61839015,1,0,0,0.161378484,83.72983266,0.96,540.4597538,518.8413637,21.61839015,,,,637.6479399,1800,1665,135,1800,2.27E-12,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,1,0,0,0.382971736,212.5493133,0.925,600,555,45,0,0,1,0.087248178,0,0.88,0,0,0,1,,,0.101,168.165,1665,1665,0,51.615,0,,,210,-5.68E-14,90.3,3,1093.772121,0,0,0,111.1272474
