DateTime,stage 1 feed conductivity (us/cm),stage 1 feed pressure (psi),stage 1 permeate flowrate (gpm),stage 1 permeate conductivity (us/cm),stage 1 concentrate flowrate (gpm),stage 1 concentrate pressure (psi),stage 2 feed pressure (psi),stage 2 permeate flowrate (gpm),stage 2 permeate conductivity (us/cm),stage 2 concentrate flowrate (gpm),stage 2 concentrate pressure (psi),stage 2 concentrate conductivity (us/cm)
2/7/2019,1106.280029,25.14999962,763.1300049,0,615.1599731,24.76999855,20.6099987,216.2099915,0,398.9499817,20.6099987,0
2/27/2019,1314.809937,67.94999695,1437.959961,0,955.1999817,66.26999664,77.31999969,613.3699951,0,341.8299866,77.33999634,0
2/28/2019,1263.189941,105.409996,1760.179932,0,1125.509979,102.7699966,120.4399948,729.8499756,0,395.6600037,120.4300003,0
3/7/2019,1026.199951,70,1066.599976,24,878.3799744,62.44999695,81.47999573,455.0999756,0,423.2799988,75.09999847,4737.97998
3/9/2019,1057,97.18000031,1600.140015,26,1225.159973,84.15000153,104.9199982,633.5999756,0,591.5599976,94.15999603,5157
3/11/2019,2000,70.86000061,1108.459961,32,1023.47998,62.15999985,81.06999969,479.0999756,0,544.3800049,72.45999908,3668.969971
3/12/2019,2000,96.76999664,1395.169922,15,1148.450012,84.18000031,105.5,621.2600098,0,527.1900024,95.38999939,3178
3/13/2019,2000,103.0199966,1613.890015,13,1211.400024,89.55999756,110.4199982,646.5100098,0,564.8900146,99.48999786,3558.97998
3/14/2019,2000,104.8799973,1550.309937,20,1184.109985,92.33999634,114.5099945,647.6199951,0,536.4899902,104.5400009,5258.310059
3/15/2019,1000,106.9799957,1597.719971,20,1206.130005,93.86999512,115.5999985,668.0499878,0,538.0800171,105.5599976,5613.439941
3/18/2019,972.0299683,98.11999512,1448.97998,200,1168.939941,85.75999451,106.8499985,648.5899658,0,520.3499756,97.18999481,4890.5
3/22/2019,809.1199951,100.8899994,1498.919922,200,1194.799988,87.93999481,108.6199951,662.4699707,0,532.3300171,98.40999603,4074.02002
3/26/2019,660.3999634,101.3899994,1538.169922,175,1203.639954,87.88999939,107.4599991,665.1199951,0,538.5199585,96.84999847,3426
4/2/2019,618.7299805,102.5899963,1666.130005,17,1256.960022,88.44999695,105.2999954,671.7600098,21,585.2000122,93.79000092,3119.059814
4/3/2019,578.289978,61.71999741,329,46,1011.220001,52.41999817,79.94999695,395.7099915,28.12999916,615.5100098,69.29999542,1063.23999
4/6/2019,501.8199768,69.06999969,1041.660034,18,948.4999695,60.77999878,73.15000153,451.6699829,21,496.8299866,65.18000031,2057.26001
4/8/2019,464.6499939,68.12999725,1019.279968,18,933.8299561,60.1099968,66.43999481,397.539978,22,536.289978,58.34000015,1895
4/9/2019,461.2099915,65.52999878,957.8899536,15,813.2599792,58.38999939,66.63999939,388.039978,19,425.2200012,60.27999878,2170.01001
4/10/2019,926.0599976,65.36999512,959.9699707,27,831.6899719,58.73999786,70.27999878,386.0799866,39,445.6099854,64.08999634,4215.5
4/11/2019,939.8999634,66.15000153,955.4599609,31,809.1900024,59.77000046,69.95999908,393,42,416.1900024,64.22000122,4262.5
4/22/2019,888.5899658,106.2599945,1671.859985,24,1100.879944,93.77999878,110.1800003,681.8299561,39,419.0499878,102.1399994,6166.969727
4/23/2019,786.9299927,108.4399948,1692.01001,19,1093.330017,95.72000122,111.75,673.3900146,30,419.9400024,103.5899963,5632.02002
4/24/2019,618.2999878,108.5599976,1683.72998,18,1091.829987,95.65999603,107.4599991,676.5100098,26,415.3199768,99.25,4350.25
4/25/2019,804.4899902,110.5299988,1667.119995,14,1094.459961,97.56999969,112.9399948,677.4799805,29,416.9799805,104.9399948,5902
4/26/2019,908.4199829,116.4499969,1662.390015,17,1107.319946,103.2200012,116.4399948,685.7799683,34,421.539978,108.5499954,6630.47998
4/27/2019,954.0199585,108.8099976,1701.369995,20,1091.200012,96.87999725,111.8799973,680.0100098,39,411.1900024,104.2799988,6871.799805
4/28/2019,880.539978,109.4199982,1698.219971,18,1094.23996,96.93000031,111.2399979,678.2299805,35,416.0099792,103.4499969,6286.060059
4/29/2019,889.7699585,112.6800003,1658.919922,19,1096.649994,99.97999573,115.2699966,678.2600098,37,418.3899841,107.4199982,6381.5
4/30/2019,903.5499878,112.8600006,1659.099976,17,1101.130005,100,114.5599976,682.8800049,34,418.25,106.6899948,6486.589844
5/1/2019,910.8299561,114.8899994,1692.809937,17,1127.079956,102.0999985,114.5499954,675.539978,36,451.539978,106.0199966,6623.040039
5/2/2019,711.2999878,117.9599991,1683.849976,13,1099.179962,105,117.9399948,677.1099854,27,422.0699768,109.8999939,5345.139648
5/4/2019,945.7299805,114.9399948,1685.529907,17,1090.48999,102.4499969,117.9899979,689.0599976,37,401.4299927,110.4499969,6800.899902
5/5/2019,946.9699707,116.6399994,1679.52002,16,1098.519989,103.8699951,117.8600006,683.5100098,37,415.0099792,110.1299973,6929.239746
5/7/2019,936.8499756,115.5099945,1694.619995,19,1091.410004,103.0299988,119.5499954,685.7600098,37,405.6499939,111.8899994,6689.369629
5/8/2019,1004.47998,115.659996,1660.880005,18,1088.529968,103.2200012,119.5,676.5499878,39,411.9799805,111.9700012,7231.310059
5/9/2019,975.6199951,114.5199966,1682.159912,20,1102.949982,102.3499985,120.3299942,679.7299805,38,423.2200012,112.4700012,6939.330078
5/10/2019,961.5499878,117.9799957,1659.049927,20,1100.319946,105.3299942,122.6499939,682.5799561,35,417.7399902,114.7799988,6913
5/12/2019,752.6499634,112.4399948,1677.309937,21,1095.249969,100,113.3999939,679.9799805,32,415.269989,105.4799957,5350.959961
5/13/2019,781.5199585,110.659996,1662.98999,23,1100.619965,98.18000031,113.5199966,680.6599731,33,419.9599915,105.5099945,5506.120117
5/14/2019,919.7699585,119.1199951,1667.409912,22,1096.869965,106.6199951,122.3899994,680.539978,35,416.3299866,114.659996,6581.189941
5/15/2019,866.6799927,113.4499969,1680.959961,23,1101.949951,101.0699997,117.3199997,679.8399658,35,422.1099854,109.3999939,6179.939941
5/16/2019,935.8899536,116.9699936,1678.579956,23,1097.829956,104.659996,120.4899979,679.3299561,39,418.5,112.5599976,6664.509766
5/17/2019,961.6900024,118.7999954,1702.899902,20,1086.719971,106.7200012,122,676.5299683,35,410.1900024,114.3799973,6873.47998
5/20/2019,878.789978,117.8899994,1679.76001,20,1095.759949,105.4399948,120.8499985,678.1499634,34,417.6099854,112.8899994,6283.100098
5/21/2019,892.2999878,126.0599976,1694.709961,22,1096.389954,113.5599976,128.1100006,680.5199585,31,415.8699951,120.1299973,6383.52002
5/22/2019,986.6900024,125.7699966,1660.359985,23,1106.029999,113.3299942,130.4199982,682.5599976,34,423.4700012,122.4300003,6958.469727
5/26/2019,998.0899658,120.6899948,1690.699951,24.02999878,1101.569977,108.2299957,122.9699936,686.1799927,35.13000107,415.3899841,115.0699997,6975.77002
5/28/2019,941.8299561,118.909996,1694.579956,23.96999931,1086.209991,106.8299942,121.9899979,674.2999878,34,411.9100037,114.1699982,6696.629883
5/29/2019,953.3999634,123.159996,1667,24.96999931,1102.579987,110.7299957,126.9199982,681.6799927,34,420.8999939,118.9599991,6674.009766
6/7/2019,977.7999878,115.8999939,1693.569946,27,1093.73999,103.8799973,122.3799973,677.8900146,37.75,415.8499756,114.659996,6596.779785
6/8/2019,991.3699951,121.6999969,1672.849976,27.02999878,1096.559967,109.5699997,126.1299973,683.1599731,36.75,413.3999939,118.3699951,6723.259766
6/9/2019,952.4400024,122.409996,1685.939941,26.02999878,1098.96994,110.1399994,125.5999985,678.7699585,35.88000107,420.1999817,117.8399963,6438.25
6/13/2019,920.1699829,117.7799988,1680.890015,24.02999878,1100.179993,105.3299942,120.4499969,683.6400146,34,416.539978,112.7599945,6229.75
6/16/2019,952.9400024,113.3699951,1703.75,22.96999931,1085.519989,102.0199966,121.6699982,668.9500122,32.88000107,416.5699768,114.1899948,6572.02002
6/17/2019,912.7999878,117.3399963,1684.02002,22,1088.889984,105.3899994,123.5799942,674.0700073,31.87999916,414.8199768,115.9499969,6264.629883
6/18/2019,962.2099609,117.5799942,1684.159912,23.87999916,1093.389984,105.4599991,124.1699982,680.8699951,33.13000107,412.519989,116.4899979,6541.939941
6/19/2019,942.6399536,116.9599991,1685.839966,22.87999916,1090.799988,105.2099991,123.8399963,675.8099976,32,414.9899902,116.2999954,6494.560059
6/20/2019,945.6300049,114.4599991,1678.919922,23,1097.690002,102.3799973,121.1800003,682.0599976,32,415.6300049,113.6199951,6484.879883
6/21/2019,980.8399658,118.5400009,1668.279907,25,1093.649994,106.6699982,123.5499954,683.7600098,35,409.8899841,116.2799988,6678
6/22/2019,968.6399536,119.5599976,1664.459961,24,1100.509949,107.4899979,125.1699982,679.7199707,34.13000107,420.789978,117.5899963,6587.469727
6/23/2019,932.3699951,117.4899979,1680.969971,23.01999855,1096.709961,105.7099991,122.9899979,681.1699829,33,415.539978,115.5400009,6353.060059
6/24/2019,886.4699707,117.5999985,1670.619995,23,1095.72998,105.5499954,122.2199936,685.2999878,32,410.4299927,114.7399979,6008.600098
6/29/2019,798.7600098,114.909996,1702.890015,20.12999916,1086.629974,103.0299988,119.2199936,682.1599731,28.12999916,404.4700012,111.6199951,5607.75
6/30/2019,726.3999634,115.4399948,1671.859985,18.96999931,1101.629974,102.9300003,118.4699936,680.9099731,25,420.7200012,110.5099945,4717.379883
7/3/2019,849.5899658,111.2599945,1673.869995,23.96999931,1106.749969,98.93999481,115.0499954,683.0999756,33,423.6499939,107.3399963,5770.310059
7/4/2019,884.3899536,113.2299957,1682.529907,24.96999931,1092.999969,101.1100006,117.6499939,674.539978,33.93999863,418.4599915,109.9799957,5860.529785
7/5/2019,849.2999878,116.5,1669.869995,23,1097,104.409996,119.3999939,680.1900024,31.75,416.8099976,111.6100006,5632.5
7/6/2019,838.2099609,114.4199982,1682.839966,23.01999855,1096.119995,102.3399963,119.2199936,683.3200073,32,412.7999878,111.5799942,5529.379883
7/7/2019,911.4499512,117.2099991,1671.939941,24.12999916,1094.569977,105.1100006,120.0400009,679.5599976,33.75,415.0099792,112.5499954,5945.489746
7/11/2019,697.7199707,81.00999451,1709.279907,23.12999916,1096.029968,69.56999969,85.69999695,682.5499878,41.05999756,413.4799805,78.22000122,4468.689941
7/13/2019,878.7600098,95.25999451,1691.469971,25.87999916,1094.169983,83.83999634,105.1199951,678.3800049,41.87999725,415.789978,97.65999603,5763.359863
7/14/2019,852.6599731,96.22000122,1685.809937,25,1099.029968,84.61000061,106.0499954,679.7199707,39.87999725,419.3099976,98.54999542,5631
7/15/2019,749.2600098,4.670000076,0.389999986,67,0.239999987,4.989999771,5.119999886,0.089999996,70.05999756,0.149999991,5.359999657,192
7/19/2019,763.9799805,4.599999905,0.409999996,0,0.249999993,4.759999752,4.859999657,0.089999996,0,0.159999996,5.089999676,177
7/21/2019,689.3599854,5.71999979,0.389999986,28,0.199999996,6.039999962,6.179999828,0.07,29,0.129999995,6.429999828,118
7/22/2019,639.7999878,7.039999962,0.399999976,28,0.129999999,7.5,7.489999771,0.059999999,27.93999863,0.07,7.799999714,110
7/23/2019,624.5700073,5.420000076,0.399999976,67,0.17999999,5.759999752,6.150000095,0.029999999,70,0.149999991,6.440000057,1023
7/24/2019,660.8200073,91.97999573,1692.429932,16.96999931,1098.970001,79.90999603,100.8899994,684.1300049,29.12999916,414.8399963,92.90999603,4550.879883
7/25/2019,477.2999878,7.799999714,0.409999996,21,0.18999999,8.119999886,8.449999809,0.039999999,21,0.149999991,8.88999939,1115
7/26/2019,250.0399933,7.869999886,0.399999976,14,0.159999991,8.130000114,8.63999939,0.01,15,0.149999991,8.880000114,618.8800049
7/27/2019,732,96.3299942,1690.929932,27,1099.889954,84.65000153,103,679.8999634,38.25,419.9899902,95.25,4865.100098
7/28/2019,804.5499878,97.18999481,1672.339966,28.01999855,1104.629974,85.33999634,105.3600006,683.3499756,41.05999756,421.2799988,97.66999817,5407.009766
7/30/2019,455.3899841,91.16999817,1708.559937,18.97999954,1085.039978,79.51999664,96.69999695,670.4899902,25.25,414.5499878,89.01999664,3088.75
7/31/2019,658.1499634,100.1699982,1686.329956,21.97999954,1093.299988,88.22999573,106.1199951,679.8599854,31.87999916,413.4400024,98.43999481,4306.989746
8/1/2019,913.6900024,91.08999634,1674.380005,30.96999931,1140.999969,80.02999878,96.50999451,647.289978,53.5,493.7099915,88.51999664,6864.069824
8/2/2019,866.6099854,102.409996,1691.299927,29.02999878,1091.549957,90.98999786,110.1800003,677.3999634,43.05999756,414.1499939,102.9399948,5828
8/3/2019,533.6199951,6.129999638,0.399999976,23,0.079999998,6.460000038,8.539999962,0.02,22,0.059999999,8.849999428,2168
8/4/2019,891.2699585,98.45999908,1664.75,27.97999954,1097.329987,86.79999542,108,679.0700073,40.87999725,418.2599792,100.4700012,6007.779785
8/5/2019,825.3499756,97.06999969,1690.630005,24,1097.589996,85.58999634,106.6899948,677.7000122,37.13000107,419.8899841,99.22000122,5645.560059
8/6/2019,816,5.089999676,0.409999996,55.02999878,0.229999993,5.359999657,5.5,0.02,54.87999725,0.209999993,5.759999752,202
8/7/2019,847.5999756,5.339999676,0.399999976,33,0.219999991,5.559999943,5.75,0.07,35,0.149999991,6,151
8/8/2019,942.3899536,5.199999809,0.409999996,80,0.159999996,5.429999828,6.009999752,0.089999996,84,0.07,6.339999676,266
8/9/2019,0.179999992,4.75,0.429999977,41,0.239999995,5.019999981,5.170000076,0.049999997,41,0.189999998,5.429999828,114
8/10/2019,954.8200073,5.230000019,0.399999976,100.8799973,0.20999999,5.46999979,12.68999958,0.059999999,97.93999481,0.149999991,13.07999992,221
8/11/2019,934.1499634,90.73999786,1681.409912,27.96999931,1100.029999,79.31999969,102.3099976,682.0700073,44.12999725,417.9599915,94.87999725,5971.119629
8/12/2019,921.7099609,4.779999733,0.399999976,200,0.259999998,5.069999695,5.179999828,0.07,300,0.189999998,5.429999828,203
8/13/2019,884.2600098,5.210000038,0.429999977,40,0.210000001,5.480000019,5.619999886,0.039999999,43,0.170000002,5.909999847,144
8/14/2019,0.119999997,7.25,0.399999976,29,0.189999998,7.559999943,8.069999695,0.049999997,32,0.140000001,8.43999958,565
8/15/2019,0,4.940000057,0.409999996,200,0.199999988,5.239999771,5.199999809,0.049999997,256.5,0.149999991,5.489999771,225
8/16/2019,0,4.75,0.389999986,200,0.219999995,5.019999981,5.119999886,0.059999999,248.1199951,0.159999996,5.369999886,228
8/17/2019,966.7999878,8.63999939,0.399999976,69,0.219999991,8.880000114,12.75,0.07,72,0.149999991,13.09000015,209
8/18/2019,945.2399902,9.289999962,0.399999976,69,0.18,9.519999504,12.7699995,0.07,71,0.109999999,13.10999966,201
8/19/2019,893.8200073,7.029999733,1.689999938,200,1.139999956,7.259999752,7.329999924,0.919999957,300,0.219999999,7.589999676,397.1399841
8/20/2019,918.7999878,99.19999695,1689.97998,30.97999954,1093.48996,87.47999573,105.4799957,678.9699707,49.93999863,414.519989,98.08999634,6133.5
8/21/2019,852.3299561,101.7799988,1687.02002,28.12999916,1086.039978,90.16999817,108.3600006,668.4799805,39.87999725,417.5599976,101.0999985,5620.52002
8/22/2019,0.340000004,4.859999657,0.409999996,36,0.359999985,5.109999657,5.269999981,0.099999994,38,0.25999999,5.549999714,134.8799896
8/23/2019,965.7399902,103.4799957,1694.919922,31.02999878,1089.699982,91.94999695,110.4499969,673.5,49.87999725,416.1999817,103.2699966,6404.739746
8/24/2019,982.9699707,104.0699997,1674.469971,30,1100.599976,92.50999451,113.8499985,684.5499878,47.05999756,416.0499878,106.6800003,6587.25
8/25/2019,930.1900024,106.7200012,1672.880005,28,1099.369934,95.19999695,116.4499969,681.7699585,44.12999725,417.5999756,109.159996,6240.5
8/26/2019,830.9499512,108.8799973,1683.659912,25.01999855,1103.299957,96.8299942,115.1899948,683.9599609,36.25,419.3399963,107.8099976,5613.810059
8/27/2019,944.9199829,108.5899963,1694.559937,27.02999878,1099.639954,97.00999451,117.8299942,681.5899658,43.12999725,418.0499878,110.5899963,6360.379883
8/28/2019,971.0799561,108.8399963,1706.309937,32,1096.549957,97.26999664,117.2799988,683.0999756,47.25,413.4499817,110.4300003,6424.339844
8/29/2019,827.7199707,108.8999939,1678.48999,19,1092.630005,96.90999603,117.5199966,685.25,30.25,407.3800049,110.2099991,5725.869629
8/30/2019,936.4199829,106.5899963,1675.679932,28.87999916,1092.860016,95.11000061,116.2299957,677.4500122,40.75,415.4100037,109.0899963,6305.119629
8/31/2019,959.2799683,107.7799988,1693.719971,29.02999878,1094.809937,96.50999451,117,681.5199585,44.25,413.289978,109.8199997,6428.879883
9/1/2019,943.3299561,105.9899979,1680.72998,28.12999916,1103.029968,94.31999969,115.0499954,685.3599854,43.98999786,417.6699829,107.7799988,6304.75
9/2/2019,909.4299927,8.470000267,0.389999986,78.97000122,0.209999993,8.819999695,8.75,0,79.87999725,0.209999993,9.059999466,159
9/3/2019,922.039978,9.420000076,0.419999987,80.97000122,0.059999999,9.649999619,9.800000191,0,85,0.059999999,10.03999996,162
9/4/2019,972.1699829,4.730000019,0.409999996,86,0.109999999,5,5.159999847,0,91.93999481,0.109999999,5.429999828,165
9/5/2019,990,5.099999905,0.870000005,84,0.109999999,5.369999886,5.529999733,0,88,0.109999999,5.829999924,194
9/6/2019,906.2600098,109.9700012,1665.709961,25.96999931,1130.819946,97.86999512,121.2399979,717.0199585,37.13000107,413.7999878,113.7200012,5405.259766
9/7/2019,945.5599976,109.3999939,1660,26.96999931,1118.009949,97.25999451,122.409996,706.9699707,38,411.039978,114.9700012,5640
9/8/2019,928.3599854,107.7900009,1624.579956,26,1126.969971,95.95999908,122.8899994,709.1699829,36.88000107,417.7999878,115.1299973,5510.600098
9/9/2019,891.2399902,110.0299988,1659.549927,24.02999878,1127.869995,98.19999695,122.8999939,709.5100098,34.88000107,418.3599854,115.4499969,5318.339844
9/10/2019,900.5999756,110.5899963,1640.309937,23.96999931,1125.709991,98.38999939,122.3199997,712.3699951,34.25,413.3399963,114.8799973,5344.259766
9/11/2019,965.5700073,110.4499969,1640.309937,25.02999878,1119.389984,98.36000061,123.659996,706.2399902,36,413.1499939,116.1800003,5578.389648
9/12/2019,958.3200073,109.0599976,1629.869995,27.96999931,1127.819977,97.0799942,123.7599945,710.9299927,37,416.8899841,116.2599945,5536.22998
9/13/2019,972.25,108.5400009,1647.179932,28.96999931,1122.159973,96.93999481,123.8799973,707.5499878,39.87999725,414.6099854,116.4699936,5755.5
9/14/2019,973.3899536,110.6499939,1668.159912,28.02999878,1134.850006,98.84999847,125.409996,717.4400024,38.12999725,417.4100037,118.0999985,5713.839844
9/15/2019,921.5899658,109.3899994,1625.22998,26.87999916,1129.48996,97.72999573,123.9899979,711.9599609,36.25,417.5299988,116.2399979,5402.879883
9/16/2019,897.7099609,110.2099991,1632.199951,24.96999931,1125.329987,98.15000153,124.3299942,709.6699829,34,415.6600037,116.6899948,5232.529785
9/17/2019,942.2799683,111.659996,1681.719971,25.01999855,1118.539978,99.70999908,125.6199951,708.7399902,34.88000107,409.7999878,118.3199997,5572.379883
9/18/2019,941.5,110.7799988,1639.48999,24.96999931,1129.249969,98.87999725,125.8399963,709.3399658,34,419.9100037,118.3199997,5571.02002
9/19/2019,942.9599609,110.1999969,1637.969971,25,1130.48999,98.29999542,125.659996,712.6799927,35,417.8099976,118.1800003,5567.5
9/20/2019,950.3399658,107.6399994,1648.039917,25,1111.660004,96.11000061,124.2099991,701.3900146,35,410.269989,117.0899963,5588.5
9/21/2019,967.6499634,9.099999428,0.299999982,62.87999725,0.149999991,9.369999886,9.38999939,0,61,0.149999991,9.68999958,133
9/22/2019,917.6099854,4.769999981,0.439999998,159.25,0.199999997,5,5.179999828,0.01,299.75,0.189999998,5.449999809,144
9/23/2019,933.5499878,4.739999771,0.439999998,184,0.199999988,5.009999752,5.190000057,0.049999997,163.8799896,0.149999991,5.429999828,158
10/12/2019,903.6499634,5.019999981,0.439999998,102,0.239999987,5.259999752,5.349999905,0.089999996,113.1299973,0.149999991,5.659999847,132
10/13/2019,914.2199707,4.559999943,0.419999987,30,0.189999998,4.809999943,6.029999733,0,28,0.189999998,6.329999924,2267
10/15/2019,861.1999512,7.669999599,0.419999987,61.02999878,0.140000001,7.899999619,8.050000191,0,59.93999863,0.140000001,8.340000153,116
10/16/2019,859.3099976,5.239999771,0.379999995,61,0.199999988,5.480000019,5.650000095,0,65,0.199999988,5.909999847,122
10/17/2019,915.1499634,4.889999866,0.25,62,0.18999999,5.119999886,5.299999714,0.039999999,64,0.149999991,5.579999924,124
10/18/2019,928.9199829,104.3199997,1673.849976,28.96999931,1100.849976,93.08999634,121.0499954,682.1699829,37,418.6799927,113.3199997,5046.75
10/19/2019,928.2999878,105.2099991,1692.159912,27,1095.559998,93.90000153,122.4899979,682.1199951,35,413.4400024,115.1899948,5142.47998
10/20/2019,865.4599609,103.9799957,1676.939941,25.97999954,1095.359985,92.73999786,121.0899963,681.4199829,32,413.9400024,113.6899948,4788.679688
10/22/2019,755.8999634,95.40000153,1700.949951,22,1099.159973,84.11999512,111.6899948,682.3699951,28,416.789978,104,4094.030029
10/23/2019,948.4899902,106.4300003,1680.319946,28,1104.179962,95.20999908,123.2999954,687.6599731,36.13000107,416.519989,115.9399948,5238.25
10/25/2019,911.1799927,101.7699966,1694.380005,26.87999916,1101.23996,90.68999481,118.7599945,682.9099731,34.88000107,418.3299866,111.3699951,5084.100098
10/26/2019,915.8399658,104.7999954,1666.699951,27,1086.559998,93.8299942,122.8099976,671.6400146,34,414.9199829,115.4799957,5093.379883
10/27/2019,894.4299927,102.7200012,1717.549927,25.02999878,1094.339996,91.68999481,120.0199966,677,32,417.3399963,112.6699982,4969.939941
10/28/2019,863.0799561,105.3999939,1702.409912,25,1101.219971,94.27999878,122.8799973,678.3599854,30.25,422.8599854,115.1199951,4780.540039
10/29/2019,894.3200073,113.7799988,1681.47998,20,1088.399963,102.4799957,130.2799988,676.9799805,27.12999916,411.4199829,122.8999939,5000.75
10/31/2019,901.8399658,118.3999939,1672.149902,22.02999878,1110.130005,106.9899979,133.8799896,687.6400146,29,422.4899902,126.4499969,5068.439941
11/1/2019,916.1799927,116.0599976,1660.73999,23,1100.369965,104.5799942,131.0500031,681.5499878,29.87999916,418.8199768,123.2799988,5106.5
11/2/2019,927.3099976,121.1399994,1683.319946,23.96999931,1113.929993,109.6199951,135.2200012,685.5,30,428.4299927,127.4799957,5194.5
11/3/2019,918.2199707,120.4699936,1692.329956,23,1108.399994,108.8799973,135.4799957,685.3800049,29,423.019989,128.0399933,5115.009766
11/4/2019,857.9400024,5.579999924,0.310000002,24,0.249999985,5.739999771,6.059999943,0.099999994,29,0.149999991,6.359999657,85
11/5/2019,840.0100098,115.3199997,1694.279907,20,1096.879974,103.8600006,129.5399933,680.9299927,26,415.9499817,121.8499985,4725.879883
11/6/2019,954.2699585,119.5499954,1696.23999,21.97999954,1095.699951,108.3099976,135.5200043,681.7799683,28,413.9199829,127.7900009,5324.25
11/1/2019,916.1799927,116.0599976,1660.73999,23,1100.369965,104.5799942,131.0500031,681.5499878,29.87999916,418.8199768,123.2799988,0
11/2/2019,927.3099976,121.1399994,1683.319946,23.96999931,1113.929993,109.6199951,135.2200012,685.5,30,428.4299927,127.4799957,0
11/3/2019,913.6799927,119.3299942,1699.119995,23,1095.799988,108.0099945,134.9899902,678.4899902,29,417.3099976,127.4699936,0
11/4/2019,832.75,115.2699966,1688.439941,22.12999916,1102.699951,103.8399963,128.1100006,683.5799561,27.25,419.1199951,120.1800003,0
11/5/2019,857.2199707,115.1499939,1705.409912,20.02999878,1095.429993,103.7599945,129.7200012,680.3099976,26.75,415.1199951,122.1699982,0
11/6/2019,944.1999512,122.8099976,1670.27002,21,1109.809967,111.0400009,136.9700012,689.4799805,28,420.3299866,129.0200043,0
11/7/2019,895.8599854,121.4300003,1662.649902,21,1107.359955,109.8299942,135.4899902,685.1499634,27,422.2099915,127.8499985,0
11/8/2019,938.8299561,118.3199997,1681.209961,22.02999878,1107.96994,106.659996,133.0500031,683.8299561,28.25,424.1399841,125.3299942,0
11/9/2019,936.9299927,121.5299988,1703.279907,21.12999916,1077.899963,110.2399979,136.2099915,673.9599609,28,403.9400024,129.0200043,0
11/10/2019,898.2399902,121.4499969,1669.109985,18,1084.139954,109.9599991,137.0899963,670.9699707,24,413.1699829,129.5500031,0
11/11/2019,886.4599609,122.2799988,1681.949951,18.96999931,1096.249939,110.7799988,137.3099976,683.3999634,25,412.8499756,129.6699982,0
11/12/2019,910.0299683,120.3399963,1708.929932,18,1101.01001,108.6699982,135.0699921,680.7600098,24,420.25,127.3699951,0
11/13/2019,864.9499512,121.5799942,1661.969971,16,1105.679993,109.5899963,135.7700043,685.2399902,22,420.4400024,127.8699951,0
11/14/2019,951.0599976,120.8999939,1687.839966,17.96999931,1102.889954,109.1800003,135.8199921,681.0999756,25,421.789978,128.2099915,0
11/15/2019,911.4699707,121.3199997,1662.899902,17,1095.139984,109.7200012,136.7099915,680.4299927,23.12999916,414.7099915,129.0399933,0
11/16/2019,931.4699707,127.3499985,1666.669922,21,1098.040009,115.7299957,139.8699951,683.7000122,27,414.3399963,132.3899994,0
11/17/2019,923.0100098,127.6999969,1661.699951,22,1106.440002,115.9499969,139.9499969,684.8099976,27,421.6300049,132.0099945,0
11/18/2019,860.1499634,121.6499939,1643.709961,20.96999931,1102.349976,110.0400009,134.7200012,680.6699829,26,421.6799927,126.8899994,0
11/19/2019,953.9499512,126.6899948,1704.049927,23,1093.709991,114.9399948,139.0099945,676.1799927,28.87999916,417.5299988,131.5999908,0
11/20/2019,961.0299683,124.25,1673.659912,25.02999878,1107.100006,112.7900009,135.7299957,686.7000122,31,420.3999939,128.0599976,0
11/21/2019,926.4099731,129.5200043,1632.289917,22,1111.48999,118.1100006,142.5899963,683.9899902,27.87999916,427.5,134.8600006,0
11/22/2019,894.2600098,129.1199951,1668.349976,22.12999916,1099.190002,117.3799973,140.6399994,680.8900146,27,418.2999878,133.0299988,0
11/23/2019,775.6399536,5.049999714,0.379999995,10,0.209999993,5.21999979,5.710000038,0.099999994,11,0.109999999,5.949999809,0
11/24/2019,776.5700073,4.880000114,0.409999996,11,0.269999996,5.069999695,5.429999828,0.099999994,6,0.170000002,5.730000019,0
11/25/2019,661.2799683,5.380000114,0.199999988,26.87999916,0.189999998,5.529999733,11.82999992,0.07,36.13000107,0.119999997,12.21999931,0
11/26/2019,0.059999999,4.859999657,0.439999998,30,0.399999976,5.099999905,5.259999752,0.099999994,29,0.299999982,5.529999733,0
11/27/2019,0.029999999,4.829999924,0.439999998,31,0.18999999,5.049999714,5.230000019,0.099999994,30,0.089999996,5.539999962,0
11/28/2019,0.02,4.809999943,0.439999998,31,0.299999982,5.009999752,5.210000038,0.099999994,30,0.199999988,5.5,0
11/29/2019,800,4.799999714,0.439999998,31,0.269999996,4.980000019,5.199999809,0.099999994,30,0.170000002,5.5,0
11/30/2019,752.6199951,4.769999981,0.439999998,31,0.249999985,4.96999979,5.210000038,0.099999994,30,0.149999991,5.480000019,0
12/1/2019,707.9500122,4.799999714,0.439999998,31,0.299999982,4.989999771,5.170000076,0.099999994,30,0.199999988,5.46999979,116
12/2/2019,748.1799927,5.269999981,0.439999998,27.87999916,0.279999986,5.460000038,5.690000057,0.099999994,53.93999863,0.179999992,5.929999828,164
12/3/2019,819.8399658,4.880000114,0.409999996,38,0.359999985,5.079999924,5.259999752,0.199999988,40,0.159999996,5.519999981,173
12/4/2019,818.3899536,4.869999886,0.439999998,37,0.249999985,5.049999714,5.269999981,0.099999994,39,0.149999991,5.559999943,173
12/5/2019,842.6399536,115.2200012,1611.140015,19.02999878,1104.329956,103.8999939,128.4700012,686.6599731,24.25,417.6699829,120.3799973,4338.339844
