time_index,train_1_on,train_2_on,train_3_on,train_4_on,train_1_flow_pct,train_2_flow_pct,train_3_flow_pct,train_4_flow_pct
113,1,1,1,0,100,100,100,0
114,1,1,1,0,100,100,100,0
115,1,1,1,0,100,100,100,0
116,1,1,1,0,100,100,100,0
117,1,1,1,0,100,100,100,0
118,1,1,1,0,100,100,100,0
119,1,1,1,0,100,100,100,0
120,1,1,1,0,100,100,100,0
121,1,1,1,0,100,100,100,0
122,1,1,1,0,100,100,100,0
123,1,1,1,0,100,100,100,0
124,1,1,1,0,100,100,100,0
125,1,1,1,0,100,100,100,0
126,1,1,1,0,100,100,100,0
127,1,1,1,0,100,100,100,0
128,1,1,1,0,100,100,100,0
129,1,1,1,0,100,100,100,0
130,1,1,1,0,100,100,100,0
131,1,1,1,0,100,100,100,0
132,1,1,1,0,100,100,100,0
133,1,1,1,0,100,100,100,0
134,1,1,1,0,100,100,100,0
135,1,1,1,0,100,100,100,0
136,1,1,1,0,100,100,100,0
137,1,1,1,0,100,100,100,0
138,1,1,1,0,100,100,100,0
139,1,1,1,0,100,100,100,0
140,1,1,1,0,100,100,100,0
141,1,1,1,0,100,100,100,0
142,1,1,1,0,100,100,100,0
143,1,1,1,0,100,100,100,0
144,1,1,1,0,100,100,100,0
145,1,1,1,0,100,100,100,0
146,1,1,1,0,100,100,100,0
147,1,1,1,0,100,100,100,0
148,1,1,1,0,100,100,100,0
149,1,1,1,0,100,100,100,0
150,1,1,1,0,100,100,100,0
151,1,1,1,0,100,100,100,0
152,1,1,1,0,100,100,100,0
153,1,1,1,0,100,100,100,0
154,1,1,1,0,100,100,100,0
155,1,1,1,0,100,100,100,0
156,1,1,1,0,100,100,100,0
157,1,1,1,0,100,100,100,0
158,1,1,1,0,100,100,100,0
159,1,1,1,0,100,100,100,0
160,1,1,1,0,100,100,100,0
161,1,1,1,0,100,100,100,0
162,1,1,1,0,100,100,100,0
163,1,1,1,0,100,100,100,0
164,1,1,1,0,100,100,100,0
165,1,1,1,0,100,100,100,0
166,1,1,1,0,100,100,100,0
167,1,1,1,0,100,100,100,0
168,1,1,1,0,100,100,100,0
169,1,1,1,0,100,100,100,0
170,1,1,1,0,100,100,100,0
171,1,1,1,0,100,100,100,0
172,1,1,1,0,100,100,100,0
173,1,1,1,0,100,100,100,0
174,1,1,1,0,100,100,100,0
175,1,1,1,0,100,100,100,0
176,1,1,1,0,100,100,100,0
177,1,1,1,0,100,100,100,0
178,1,1,1,0,100,100,100,0
179,1,1,1,0,100,100,100,0
180,1,1,1,0,100,100,100,0
181,1,1,1,0,100,100,100,0
182,1,1,1,0,100,100,100,0
183,1,1,1,0,100,100,100,0
184,1,1,1,0,100,100,100,0
185,1,1,1,0,100,100,100,0
186,1,1,1,0,100,100,100,0
187,1,1,1,0,100,100,100,0
188,1,1,1,0,100,100,100,0
189,1,1,1,0,100,100,100,0
190,1,1,1,0,100,100,100,0
191,1,1,1,0,100,100,100,0
192,1,1,1,0,100,100,100,0
193,1,1,1,0,100,100,100,0
194,1,1,1,0,100,100,100,0
195,1,1,1,0,100,100,100,0
196,1,1,1,0,100,100,100,0
197,1,1,1,0,100,100,100,0
198,1,1,1,0,100,100,100,0
199,1,1,1,0,100,100,100,0
200,1,1,1,0,100,100,100,0
201,1,1,1,0,100,100,100,0
202,1,1,1,0,100,100,100,0
203,1,1,1,0,100,100,100,0
204,1,1,1,0,100,100,100,0
205,1,1,1,0,100,100,100,0
206,1,1,1,0,100,100,100,0
207,1,1,1,0,100,100,100,0
208,1,1,1,0,100,100,100,0
209,1,1,1,0,100,100,100,0
210,1,1,1,0,100,100,100,0
211,1,1,1,0,100,100,100,0
212,1,1,1,0,100,100,100,0
213,1,1,1,0,100,100,100,0
214,1,1,1,0,100,100,100,0
215,1,1,1,0,100,100,100,0
216,1,1,1,0,100,100,100,0
217,1,1,1,0,100,100,100,0
218,1,1,1,0,100,100,100,0
219,1,1,1,0,100,100,100,0
220,1,1,1,0,100,100,100,0
221,1,1,1,0,100,100,100,0
222,1,1,1,0,100,100,100,0
223,1,1,1,0,100,100,100,0
224,1,1,1,0,100,100,100,0
225,1,1,1,0,100,100,100,0
226,1,1,1,0,100,100,100,0
227,1,1,1,0,100,100,100,0
228,1,1,1,0,100,100,100,0
229,1,1,1,0,100,100,100,0
230,1,1,1,0,100,100,100,0
231,1,1,1,0,100,100,100,0
232,1,1,1,0,100,100,100,0
233,1,1,1,0,100,100,100,0
234,1,1,1,0,100,100,100,0
235,1,1,1,0,100,100,100,0
236,1,1,1,0,100,100,100,0
237,1,1,1,0,100,100,100,0
238,1,1,1,0,100,100,100,0
239,1,1,1,0,100,100,100,0
240,1,1,1,0,100,100,100,0
241,1,1,1,0,100,100,100,0
242,1,1,1,0,100,100,100,0
243,1,1,1,0,100,100,100,0
244,1,1,1,0,100,100,100,0
245,1,1,1,0,100,100,100,0
246,1,1,1,0,100,100,100,0
247,1,1,1,0,100,100,100,0
248,1,1,1,0,100,100,100,0
249,1,1,1,0,100,100,100,0
250,1,1,1,0,100,100,100,0
251,1,1,1,0,100,100,100,0
252,1,1,1,0,100,100,100,0
253,1,1,1,0,100,100,100,0
254,1,1,1,0,100,100,100,0
255,1,1,1,0,100,100,100,0
256,1,1,1,0,100,100,100,0
257,1,1,1,0,100,100,100,0
258,1,1,1,0,100,100,100,0
259,1,1,1,0,100,100,100,0
260,1,1,1,0,100,100,100,0
261,1,1,1,0,100,100,100,0
262,1,1,1,0,100,100,100,0
263,1,1,1,0,100,100,100,0
264,1,1,1,0,100,100,100,0
265,1,1,1,0,100,100,100,0
266,1,1,1,0,100,100,100,0
267,1,1,1,0,100,100,100,0
268,1,1,1,0,100,100,100,0
269,1,1,1,0,100,100,100,0
270,1,1,1,0,100,100,100,0
271,1,1,1,0,100,100,100,0
272,1,1,1,0,100,100,100,0
273,1,1,1,0,100,100,100,0
274,1,1,1,0,100,100,100,0
275,1,1,1,0,100,100,100,0
276,1,1,1,0,100,100,100,0
277,1,1,1,0,100,100,100,0
278,1,1,1,0,100,100,100,0
279,1,1,1,0,100,100,100,0
280,1,1,1,0,100,100,100,0
281,1,1,1,0,100,100,100,0
282,1,1,1,0,100,100,100,0
283,1,1,1,0,100,100,100,0
284,1,1,1,0,100,100,100,0
285,1,1,1,0,100,100,100,0
286,1,1,1,0,100,100,100,0
287,1,1,1,0,100,100,100,0
288,1,1,1,0,100,100,100,0
289,1,1,1,0,100,100,100,0
290,1,1,1,0,100,100,100,0
291,1,1,1,0,100,100,100,0
292,1,1,1,0,100,100,100,0
293,1,1,1,0,100,100,100,0
294,1,1,1,0,100,100,100,0
295,1,1,1,0,100,100,100,0
296,1,1,1,0,100,100,100,0
297,1,1,1,0,100,100,100,0
298,1,1,1,0,100,100,100,0
299,1,1,1,0,100,100,100,0
300,1,1,1,0,100,100,100,0
301,1,1,1,0,100,100,100,0
302,1,1,1,0,100,100,100,0
303,1,1,1,0,100,100,100,0
304,1,1,1,0,100,100,100,0
305,1,1,1,0,100,100,100,0
306,1,1,1,0,100,100,100,0
307,1,1,1,0,100,100,100,0
308,1,1,1,0,100,100,100,0
309,1,1,1,0,100,100,100,0
310,1,1,1,0,100,100,100,0
311,1,1,1,0,100,100,100,0
312,1,1,1,0,100,100,100,0
313,1,1,1,0,100,100,100,0
314,1,1,1,0,100,100,100,0
315,1,1,1,0,100,100,100,0
316,1,1,1,0,100,100,100,0
317,1,1,1,0,100,100,100,0
318,1,1,1,0,100,100,100,0
319,1,1,1,0,100,100,100,0
320,1,1,1,0,100,100,100,0
321,1,1,1,0,100,100,100,0
322,1,1,1,0,100,100,100,0
323,1,1,1,0,100,100,100,0
324,1,1,1,0,100,100,100,0
325,1,1,1,0,100,100,100,0
326,1,1,1,0,100,100,100,0
327,1,1,1,0,100,100,100,0
328,1,1,1,0,100,100,100,0
329,1,1,1,0,100,100,100,0
330,1,1,1,0,100,100,100,0
331,1,1,1,0,100,100,100,0
332,1,1,1,0,100,100,100,0
333,1,1,1,0,100,100,100,0
334,1,1,1,0,100,100,100,0
335,1,1,1,0,100,100,100,0
336,1,1,1,0,100,100,100,0
337,1,1,1,0,100,100,100,0
338,1,1,1,0,100,100,100,0
339,1,1,1,0,100,100,100,0
340,1,1,1,0,100,100,100,0
341,1,1,1,0,100,100,100,0
342,1,1,1,0,100,100,100,0
343,1,1,1,0,100,100,100,0
344,1,1,1,0,100,100,100,0
345,1,1,1,0,100,100,100,0
346,1,1,1,0,100,100,100,0
347,1,1,1,0,100,100,100,0
348,1,1,1,0,100,100,100,0
349,1,1,1,0,100,100,100,0
350,1,1,1,0,100,100,100,0
351,1,1,1,0,100,100,100,0
352,1,1,1,0,100,100,100,0
353,1,1,1,0,100,100,100,0
354,1,1,1,0,100,100,100,0
355,1,1,1,0,100,100,100,0
356,1,1,1,0,100,100,100,0
357,1,1,1,0,100,100,100,0
358,1,1,1,0,100,100,100,0
359,1,1,1,0,100,100,100,0
360,1,1,1,0,100,100,100,0
361,1,1,1,0,100,100,100,0
362,1,1,1,0,100,100,100,0
363,1,1,1,0,100,100,100,0
364,1,1,1,0,100,100,100,0
365,1,1,1,0,100,100,100,0
366,1,1,1,0,100,100,100,0
367,1,1,1,0,100,100,100,0
368,1,1,1,0,100,100,100,0
369,1,1,1,0,100,100,100,0
370,1,1,1,0,100,100,100,0
371,1,1,1,0,100,100,100,0
372,1,1,1,0,100,100,100,0
373,1,1,1,0,100,100,100,0
374,1,1,1,0,100,100,100,0
375,1,1,1,0,100,100,100,0
376,1,1,1,0,100,100,100,0
377,1,1,1,0,100,100,100,0
378,1,1,1,0,100,100,100,0
379,1,1,1,0,100,100,100,0
380,1,1,1,0,100,100,100,0
381,1,1,1,0,100,100,100,0
382,1,1,1,0,100,100,100,0
383,1,1,1,0,100,100,100,0
384,1,1,1,0,100,100,100,0
385,1,1,1,0,100,100,100,0
386,1,1,1,0,100,100,100,0
387,1,1,1,0,100,100,100,0
388,1,1,1,0,100,100,100,0
389,1,1,1,0,100,100,100,0
390,1,1,1,0,100,100,100,0
391,1,1,1,0,100,100,100,0
392,1,1,1,0,100,100,100,0
393,1,1,1,0,100,100,100,0
394,1,1,1,0,100,100,100,0
395,1,1,1,0,100,100,100,0
396,1,1,1,0,100,100,100,0
397,1,1,1,0,100,100,100,0
398,1,1,1,0,100,100,100,0
399,1,1,1,0,100,100,100,0
400,1,1,1,0,100,100,100,0
401,1,1,1,0,100,100,100,0
402,1,1,1,0,100,100,100,0
403,1,1,1,0,100,100,100,0
404,1,1,1,0,100,100,100,0
405,1,1,1,0,100,100,100,0
406,1,1,1,0,100,100,100,0
407,1,1,1,0,100,100,100,0
408,1,1,1,0,100,100,100,0
409,1,1,1,0,100,100,100,0
410,1,1,1,0,100,100,100,0
411,1,1,1,0,100,100,100,0
412,1,1,1,0,100,100,100,0
413,1,1,1,0,100,100,100,0
414,1,1,1,0,100,100,100,0
415,1,1,1,0,100,100,100,0
416,1,1,1,0,100,100,100,0
417,1,1,1,0,100,100,100,0
418,1,1,1,0,100,100,100,0
419,1,1,1,0,100,100,100,0
420,1,1,1,0,100,100,100,0
421,1,1,1,0,100,100,100,0
422,1,1,1,0,100,100,100,0
423,1,1,1,0,100,100,100,0
424,1,1,1,0,100,100,100,0
425,1,1,1,0,100,100,100,0
426,1,1,1,0,100,100,100,0
427,1,1,1,0,100,100,100,0
428,1,1,1,0,100,100,100,0
429,1,1,1,0,100,100,100,0
430,1,1,1,0,100,100,100,0
431,1,1,1,0,100,100,100,0
432,1,1,1,0,100,100,100,0
433,1,1,1,0,100,100,100,0
434,1,1,1,0,100,100,100,0
435,1,1,1,0,100,100,100,0
436,1,1,1,0,100,100,100,0
437,1,1,1,0,100,100,100,0
438,1,1,1,0,100,100,100,0
439,1,1,1,0,100,100,100,0
440,1,1,1,0,100,100,100,0
441,1,1,1,0,100,100,100,0
442,1,1,1,0,100,100,100,0
443,1,1,1,0,100,100,100,0
444,1,1,1,0,100,100,100,0
445,1,1,1,0,100,100,100,0
446,1,1,1,0,100,100,100,0
447,1,1,1,0,100,100,100,0
448,1,1,1,0,100,100,100,0
449,1,1,1,0,100,100,100,0
450,1,1,1,0,100,100,100,0
451,1,1,1,0,100,100,100,0
452,1,1,1,0,100,100,100,0
453,1,1,1,0,100,100,100,0
454,1,1,1,0,100,100,100,0
455,1,1,1,0,100,100,100,0
456,1,1,1,0,100,100,100,0
457,1,1,1,0,100,100,100,0
458,1,1,1,0,100,100,100,0
459,1,1,1,0,100,100,100,0
460,1,1,1,0,100,100,100,0
461,1,1,1,0,100,100,100,0
462,1,1,1,0,100,100,100,0
463,1,1,1,0,100,100,100,0
464,1,1,1,0,100,100,100,0
465,1,1,1,0,100,100,100,0
466,1,1,1,0,100,100,100,0
467,1,1,1,0,100,100,100,0
468,1,1,1,0,100,100,100,0
469,1,1,1,0,100,100,100,0
470,1,1,1,0,100,100,100,0
471,1,1,1,0,100,100,100,0
472,1,1,1,0,100,100,100,0
473,1,1,1,0,100,100,100,0
474,1,1,1,0,100,100,100,0
475,1,1,1,0,100,100,100,0
476,1,1,1,0,100,100,100,0
477,1,1,1,0,100,100,100,0
478,1,1,1,0,100,100,100,0
479,1,1,1,0,100,100,100,0
480,1,1,1,0,100,100,100,0
481,1,1,1,0,100,100,100,0
482,1,1,1,0,100,100,100,0
483,1,1,1,0,100,100,100,0
484,1,1,1,0,100,100,100,0
485,1,1,1,0,100,100,100,0
486,1,1,1,0,100,100,100,0
487,1,1,1,0,100,100,100,0
488,1,1,1,0,100,100,100,0
489,1,1,1,0,100,100,100,0
490,1,1,1,0,100,100,100,0
491,1,1,1,0,100,100,100,0
492,1,1,1,0,100,100,100,0
493,1,1,1,0,100,100,100,0
494,1,1,1,0,100,100,100,0
495,1,1,1,0,100,100,100,0
496,1,1,1,0,100,100,100,0
497,1,1,1,0,100,100,100,0
498,1,1,1,0,100,100,100,0
499,1,1,1,0,100,100,100,0
500,1,1,1,0,100,100,100,0
501,1,1,1,0,100,100,100,0
502,1,1,1,0,100,100,100,0
503,1,1,1,0,100,100,100,0
504,1,1,1,0,100,100,100,0
505,1,1,1,0,100,100,100,0
506,1,1,1,0,100,100,100,0
507,1,1,1,0,100,100,100,0
508,1,1,1,0,100,100,100,0
509,1,1,1,0,100,100,100,0
510,1,1,1,0,100,100,100,0
511,1,1,1,0,100,100,100,0
512,1,1,1,0,100,100,100,0
513,1,1,1,0,100,100,100,0
514,1,1,1,0,100,100,100,0
515,1,1,1,0,100,100,100,0
516,1,1,1,0,100,100,100,0
517,1,1,1,0,100,100,100,0
518,1,1,1,0,100,100,100,0
519,1,1,1,0,100,100,100,0
520,1,1,1,0,100,100,100,0
521,1,1,1,0,100,100,100,0
522,1,1,1,0,100,100,100,0
523,1,1,1,0,100,100,100,0
524,1,1,1,0,100,100,100,0
525,1,1,1,0,100,100,100,0
526,1,1,1,0,100,100,100,0
527,1,1,1,0,100,100,100,0
528,1,1,1,0,100,100,100,0
529,1,1,1,0,100,100,100,0
530,1,1,1,0,100,100,100,0
531,1,1,1,0,100,100,100,0
532,1,1,1,0,100,100,100,0
533,1,1,1,0,100,100,100,0
534,1,1,1,0,100,100,100,0
535,1,1,1,0,100,100,100,0
536,1,1,1,0,100,100,100,0
537,1,1,1,0,100,100,100,0
538,1,1,1,0,100,100,100,0
539,1,1,1,0,100,100,100,0
540,1,1,1,0,100,100,100,0
541,1,1,1,0,100,100,100,0
542,1,1,1,0,100,100,100,0
543,1,1,1,0,100,100,100,0
544,1,1,1,0,100,100,100,0
545,1,1,1,0,100,100,100,0
546,1,1,1,0,100,100,100,0
547,1,1,1,0,100,100,100,0
548,1,1,1,0,100,100,100,0
549,1,1,1,0,100,100,100,0
550,1,1,1,0,100,100,100,0
551,1,1,1,0,100,100,100,0
552,1,1,1,0,100,100,100,0
553,1,1,1,0,100,100,100,0
554,1,1,1,0,100,100,100,0
555,1,1,1,0,100,100,100,0
556,1,1,1,0,100,100,100,0
557,1,1,1,0,100,100,100,0
558,1,1,1,0,100,100,100,0
559,1,1,1,0,100,100,100,0
560,1,1,1,0,100,100,100,0
561,1,1,1,0,100,100,100,0
562,1,1,1,0,100,100,100,0
563,1,1,1,0,100,100,100,0
564,1,1,1,0,100,100,100,0
565,1,1,1,0,100,100,100,0
566,1,1,1,0,100,100,100,0
567,1,1,1,0,100,100,100,0
568,1,1,1,0,100,100,100,0
569,1,1,1,0,100,100,100,0
570,1,1,1,0,100,100,100,0
571,1,1,1,0,100,100,100,0
572,1,1,1,0,100,100,100,0
573,1,1,1,0,100,100,100,0
574,1,1,1,0,100,100,100,0
575,1,1,1,0,100,100,100,0
576,1,1,1,0,100,100,100,0
577,1,1,1,0,100,100,100,0
578,1,1,1,0,100,100,100,0
579,1,1,1,0,100,100,100,0
580,1,1,1,0,100,100,100,0
581,1,1,1,0,100,100,100,0
582,1,1,1,0,100,100,100,0
583,1,1,1,0,100,100,100,0
584,1,1,1,0,100,100,100,0
585,1,1,1,0,100,100,100,0
586,1,1,1,0,100,100,100,0
587,1,1,1,0,100,100,100,0
588,1,1,1,0,100,100,100,0
589,1,1,1,0,100,100,100,0
590,1,1,1,0,100,100,100,0
591,1,1,1,0,100,100,100,0
592,1,1,1,0,100,100,100,0
593,1,1,1,0,100,100,100,0
594,1,1,1,0,100,100,100,0
595,1,1,1,0,100,100,100,0
596,1,1,1,0,100,100,100,0
597,1,1,1,0,100,100,100,0
598,1,1,1,0,100,100,100,0
599,1,1,1,0,100,100,100,0
600,1,1,1,0,100,100,100,0
601,1,1,1,0,100,100,100,0
602,1,1,1,0,100,100,100,0
603,1,1,1,0,100,100,100,0
604,1,1,1,0,100,100,100,0
605,1,1,1,0,100,100,100,0
606,1,1,1,0,100,100,100,0
607,1,1,1,0,100,100,100,0
608,1,1,1,0,100,100,100,0
609,1,1,1,0,100,100,100,0
610,1,1,1,0,100,100,100,0
611,1,1,1,0,100,100,100,0
612,1,1,1,0,100,100,100,0
613,1,1,1,0,100,100,100,0
614,1,1,1,0,100,100,100,0
615,1,1,1,0,100,100,100,0
616,1,1,1,0,100,100,100,0
617,1,1,1,0,100,100,100,0
618,1,1,1,0,100,100,100,0
619,1,1,1,0,100,100,100,0
620,1,1,1,0,100,100,100,0
621,1,1,1,0,100,100,100,0
622,1,1,1,0,100,100,100,0
623,1,1,1,0,100,100,100,0
624,1,1,1,0,100,100,100,0
625,1,1,1,0,100,100,100,0
626,1,1,1,0,100,100,100,0
627,1,1,1,0,100,100,100,0
628,1,1,1,0,100,100,100,0
629,1,1,1,0,100,100,100,0
630,1,1,1,0,100,100,100,0
631,1,1,1,0,100,100,100,0
632,1,1,1,0,100,100,100,0
633,1,1,1,0,100,100,100,0
634,1,1,1,0,100,100,100,0
635,1,1,1,0,100,100,100,0
636,1,1,1,0,100,100,100,0
637,1,1,1,0,100,100,100,0
638,1,1,1,0,100,100,100,0
639,1,1,1,0,100,100,100,0
640,1,1,1,0,100,100,100,0
641,1,1,1,0,100,100,100,0
642,1,1,1,0,100,100,100,0
643,1,1,1,0,100,100,100,0
644,1,1,1,0,100,100,100,0
645,1,1,1,0,100,100,100,0
646,1,1,1,0,100,100,100,0
647,1,1,1,0,100,100,100,0
648,1,1,1,0,100,100,100,0
649,1,1,1,0,100,100,100,0
650,1,1,1,0,100,100,100,0
651,1,1,1,0,100,100,100,0
652,1,1,1,0,100,100,100,0
653,1,1,1,0,100,100,100,0
654,1,1,1,0,100,100,100,0
655,1,1,1,0,100,100,100,0
656,1,1,1,0,100,100,100,0
657,1,1,1,0,100,100,100,0
658,1,1,1,0,100,100,100,0
659,1,1,1,0,100,100,100,0
660,1,1,1,0,100,100,100,0
661,1,1,1,0,100,100,100,0
662,1,1,1,0,100,100,100,0
663,1,1,1,0,100,100,100,0
664,1,1,1,0,100,100,100,0
665,1,1,1,0,100,100,100,0
666,1,1,1,0,100,100,100,0
667,1,1,1,0,100,100,100,0
668,1,1,1,0,100,100,100,0
669,1,1,1,0,100,100,100,0
670,1,1,1,0,100,100,100,0
671,1,1,1,0,100,100,100,0
672,1,1,1,0,100,100,100,0
673,1,1,1,0,100,100,100,0
674,1,1,1,0,100,100,100,0
675,1,1,1,0,100,100,100,0
676,1,1,1,0,100,100,100,0
677,1,1,1,0,100,100,100,0
678,1,1,1,0,100,100,100,0
679,1,1,1,0,100,100,100,0
680,1,1,1,0,100,100,100,0
681,1,1,1,0,100,100,100,0
682,1,1,1,0,100,100,100,0
683,1,1,1,0,100,100,100,0
684,1,1,1,0,100,100,100,0
685,1,1,1,0,100,100,100,0
686,1,1,1,0,100,100,100,0
687,1,1,1,0,100,100,100,0
688,1,1,1,0,100,100,100,0
689,1,1,1,0,100,100,100,0
690,1,1,1,0,100,100,100,0
691,1,1,1,0,100,100,100,0
692,1,1,1,0,100,100,100,0
693,1,1,1,0,100,100,100,0
694,1,1,1,0,100,100,100,0
695,1,1,1,0,100,100,100,0
696,1,1,1,0,100,100,100,0
697,1,1,1,0,100,100,100,0
698,1,1,1,0,100,100,100,0
699,1,1,1,0,100,100,100,0
700,1,1,1,0,100,100,100,0
701,1,1,1,0,100,100,100,0
702,1,1,1,0,100,100,100,0
703,1,1,1,0,100,100,100,0
704,1,1,1,0,100,100,100,0
705,1,1,1,0,100,100,100,0
706,1,1,1,0,100,100,100,0
707,1,1,1,0,100,100,100,0
708,1,1,1,0,100,100,100,0
709,1,1,1,0,100,100,100,0
710,1,1,1,0,100,100,100,0
711,1,1,1,0,100,100,100,0
712,1,1,1,0,100,100,100,0
713,1,1,1,0,100,100,100,0
714,1,1,1,0,100,100,100,0
715,1,1,1,0,100,100,100,0
716,1,1,1,0,100,100,100,0
717,1,1,1,0,100,100,100,0
718,1,1,1,0,100,100,100,0
719,1,1,1,0,100,100,100,0
720,1,1,1,0,100,100,100,0
